"Pathway","R2mean","R2median","R2sd","V1VE"
"DNA Conformation Change (GO:0071103)",0.99880155810337,0.998778617657702,0.000567576819665225,0.999236033605116
"DNA Damage Checkpoint Signaling (GO:0000077)",0.981221099796375,0.981594922727006,0.00672004108970756,0.991303303842024
"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",0.998574843809333,0.998742277766548,0.000687745780950192,0.999069527541079
"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)",0.999460784798749,0.999572615331211,0.000415571667081818,0.999614730548164
"DNA Deamination (GO:0045006)",0.973106702775077,0.975365593114183,0.0110070144726956,0.987312546720507
"DNA Double-Strand Break Processing (GO:0000729)",0.994896707254039,0.994530026770001,0.00238993998143078,0.997353891146661
"DNA Duplex Unwinding (GO:0032508)",0.992831333486552,0.993596409488018,0.00239689176410015,0.996000789457247
"DNA Geometric Change (GO:0032392)",0.998366441492445,0.99845335637424,0.000559370090026293,0.998976776174887
"DNA Integrity Checkpoint Signaling (GO:0031570)",0.979677637266869,0.979060548974411,0.00642363729635683,0.98961576293195
"DNA Methylation (GO:0006306)",0.99147609161606,0.990888339795488,0.00301424214541689,0.995051940730615
"DNA Modification (GO:0006304)",0.976450885550748,0.977221211286486,0.0110734025185713,0.990499498736968
"DNA Recombination (GO:0006310)",0.996325990023928,0.996873514155354,0.00185744044732858,0.997734584187089
"DNA Repair-Dependent Chromatin Remodeling (GO:0140861)",0.984972682953269,0.984628180084712,0.00722012801293879,0.995290778633791
"DNA Replication (GO:0006260)",0.993802555906397,0.993887071840614,0.00108476672098313,0.996749828594264
"DNA Replication Checkpoint Signaling (GO:0000076)",0.992159479909259,0.99438372032844,0.00625605596814056,0.995665983217062
"DNA Replication Initiation (GO:0006270)",0.96451831898278,0.968982337418786,0.0110131564566885,0.986746294439346
"DNA Strand Elongation (GO:0022616)",0.978613776153515,0.979070242125948,0.00912481846112088,0.992472643929509
"DNA Strand Elongation Involved In DNA Replication (GO:0006271)",0.983666267074853,0.987538725002466,0.00762913525699582,0.994076090005505
"DNA Synthesis Involved In DNA Repair (GO:0000731)",0.98060420644071,0.981571805920205,0.00656562053012975,0.99116680463945
"DNA Unwinding Involved In DNA Replication (GO:0006268)",0.995852724983657,0.995660681620608,0.00246196829662801,0.997527472056265
"DNA-templated DNA Replication (GO:0006261)",0.990016060482405,0.990515881811347,0.00196043925518645,0.99475739114569
"DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005)",0.991198005885169,0.99084358201173,0.00170764474359309,0.994704328190988
"DNA-templated Transcription Elongation (GO:0006354)",0.986081824737256,0.986240815581493,0.0029528651551121,0.995652363422486
"DNA-templated Transcription Initiation (GO:0006352)",0.994558859755488,0.995249363881675,0.00166811096513851,0.997470563734795
"DNA-templated Transcription Termination (GO:0006353)",0.992573825066394,0.992777488240627,0.00354327922365663,0.997152095658464
"ERAD Pathway (GO:0036503)",0.992339831948618,0.992290382824356,0.00171967535106149,0.996698509582473
"ERBB Signaling Pathway (GO:0038127)",0.985114795859976,0.987281422770958,0.00645372061815886,0.991946049863021
"ERK1 And ERK2 Cascade (GO:0070371)",0.998702187650408,0.998891504413672,0.000478537288419302,0.999187911409353
"Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)",0.991542703709509,0.992627499832363,0.00591882393730092,0.994450419132957
"Fc Receptor Signaling Pathway (GO:0038093)",0.997159490511792,0.997250838000393,0.00157562971264381,0.998072017719205
"Fc-epsilon Receptor Signaling Pathway (GO:0038095)",0.977494211806577,0.98510522416016,0.0170588374423573,0.987866100350657
"Fc-gamma Receptor Signaling Pathway (GO:0038094)",0.997468084779434,0.997513024293517,0.00147579852263182,0.998324533043979
"Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)",0.996544212437138,0.996056360660371,0.00148882485703903,0.997585965942398
"G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)",0.999736373337357,0.999754022737061,0.000144880148230834,0.999790947477505
"G1/S Transition Of Mitotic Cell Cycle (GO:0000082)",0.992054622198038,0.992001666710747,0.00210321400743456,0.995802978040696
"G2/M Transition Of Mitotic Cell Cycle (GO:0000086)",0.992247397952768,0.992946985916279,0.00307933123148474,0.995712523789131
"GPI Anchor Biosynthetic Process (GO:0006506)",0.982567590542596,0.982374429657563,0.00472380632872169,0.992391957607451
"GPI Anchor Metabolic Process (GO:0006505)",0.984802728118311,0.983717967069808,0.00614548364232633,0.992611351274438
"GTP Metabolic Process (GO:0046039)",0.999284631166561,0.999604307692169,0.000656066467620281,0.999528486448695
"Golgi To Endosome Transport (GO:0006895)",0.968983821824139,0.975795464072018,0.018252379469058,0.987331464546492
"Golgi To Plasma Membrane Protein Transport (GO:0043001)",0.99377647248249,0.99418769279073,0.00182332958516073,0.997059522995776
"Golgi To Plasma Membrane Transport (GO:0006893)",0.990821082990785,0.9902196252546,0.00256096945516623,0.995612724558278
"Golgi To Vacuole Transport (GO:0006896)",0.998037833052018,0.998289311120528,0.000918377310703063,0.99875631144755
"I-kappaB kinase/NF-kappaB Signaling (GO:0007249)",0.99565506234144,0.995469927087508,0.00117863386423591,0.997462250163979
"JNK Cascade (GO:0007254)",0.96996025844287,0.972145029502276,0.00937685607206652,0.987984621385792
"L-alpha-amino Acid Transmembrane Transport (GO:1902475)",0.995826062010468,0.996219072970422,0.00124893555331677,0.997379279493207
"L-amino Acid Transport (GO:0015807)",0.996582317271292,0.996341585107215,0.00138026325280936,0.998027075924479
"L-serine Metabolic Process (GO:0006563)",0.989219800720935,0.989896594067417,0.00650314124776714,0.994000401109113
"MAPK Cascade (GO:0000165)",0.995390349430823,0.995663528787722,0.00128444127362319,0.997315661469643
"MHC Class II Protein Complex Assembly (GO:0002399)",0.982655097381577,0.986888513280075,0.0129027269037537,0.990224597667517
"MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755)",0.997658212943925,0.99821084861969,0.0021272224309883,0.998416065615288
"N-glycan Processing (GO:0006491)",0.986310037525818,0.985708607313833,0.00345094524105377,0.992993894464262
"N-terminal Protein Amino Acid Acetylation (GO:0006474)",0.990270410088937,0.990900996657592,0.00328009734377767,0.994962068427588
"N-terminal Protein Amino Acid Modification (GO:0031365)",0.987893131749678,0.990620252780381,0.00513827952303709,0.99518455194117
"NAD Biosynthetic Process (GO:0009435)",0.951574966905416,0.967250985346502,0.0433198146127022,0.981704105684837
"NAD Metabolic Process (GO:0019674)",0.996803065873225,0.997168373635052,0.00195991970178333,0.997819812657386
"NADH Dehydrogenase Complex Assembly (GO:0010257)",0.992473872137268,0.992418972266189,0.00181603596929895,0.998375673666596
"NADP Metabolic Process (GO:0006739)",0.99817538136754,0.998618676696249,0.00123420448755227,0.998747999467348
"NIK/NF-kappaB Signaling (GO:0038061)",0.996598097788182,0.996704435117567,0.00108391104363552,0.997903241181401
"NLS-bearing Protein Import Into Nucleus (GO:0006607)",0.948114394684065,0.952610343991017,0.0224479941030466,0.989985128809567
"Notch Signaling Pathway (GO:0007219)",0.993722127589667,0.99424637863179,0.00303347823478107,0.995699390646372
"O-glycan Processing (GO:0016266)",0.947092365933086,0.947677234787709,0.0149907915232578,0.97682966287095
"P-body Assembly (GO:0033962)",0.996185232266567,0.997221206080327,0.00287651686490764,0.998218364623863
"RNA 3'-End Processing (GO:0031123)",0.988478093498268,0.988282395132679,0.00262603874712981,0.994964342207533
"RNA Biosynthetic Process (GO:0032774)",0.997587174528288,0.997848468430601,0.00160382315768811,0.998614648445471
"RNA Catabolic Process (GO:0006401)",0.994653755994077,0.995397515735522,0.0015924178621658,0.997633741797293
"RNA Destabilization (GO:0050779)",0.98283926262014,0.982601872552928,0.00651845262111964,0.992652985156248
"RNA Export From Nucleus (GO:0006405)",0.997010904459233,0.997046835947939,0.000641657154895689,0.998423349878597
"RNA Methylation (GO:0001510)",0.994013254586289,0.994299692039294,0.000736881846279869,0.997035940931128
"RNA Modification (GO:0009451)",0.986320986360477,0.986392152538852,0.00322670080491676,0.993382264221855
"RNA Phosphodiester Bond Hydrolysis (GO:0090501)",0.988797417593492,0.989705884982679,0.00545293220896129,0.994368648351341
"RNA Phosphodiester Bond Hydrolysis, Endonucleolytic (GO:0090502)",0.958535631696205,0.967689575663164,0.0299642207044216,0.985881452704721
"RNA Polyadenylation (GO:0043631)",0.998913684463222,0.998864824926106,0.000303235656939225,0.999278464348798
"RNA Polymerase II Preinitiation Complex Assembly (GO:0051123)",0.992925252547587,0.992862782252018,0.00235628127909733,0.99694709839833
"RNA Splicing (GO:0008380)",0.991473423802539,0.99151537823987,0.00169757262818588,0.997633109594904
"RNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0000394)",0.981524589708799,0.98137235661836,0.00891154157354214,0.994070830870897
"RNA Splicing, Via Transesterification Reactions (GO:0000375)",0.986062571266187,0.987022438064246,0.00352613747420139,0.997083683219521
"RNA Stabilization (GO:0043489)",0.998888295250353,0.998860388379715,0.000338832261136462,0.999354267958407
"RNA Transport (GO:0050658)",0.998447860452085,0.998567961567792,0.000493983005211686,0.999123106310331
"RNA-mediated Gene Silencing (GO:0031047)",0.99911538622019,0.999239308570549,0.000413991565079796,0.999350263932191
"RNA-templated DNA Biosynthetic Process (GO:0006278)",0.997979683777447,0.998312586674448,0.00123384497647342,0.999184029605497
"Rac Protein Signal Transduction (GO:0016601)",0.998368134237211,0.998246828782736,0.000576971001045527,0.999102999065148
"Rho Protein Signal Transduction (GO:0007266)",0.998484616097179,0.99843794666636,0.000303247899742618,0.999050373939895
"SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146)",0.997189431769227,0.997269003842848,0.000614223231778318,0.998196688903503
"SMAD Protein Signal Transduction (GO:0060395)",0.991403563122293,0.991504617273576,0.00317363834923615,0.994627150444052
"T Cell Activation (GO:0042110)",0.99864457610868,0.998693461103346,0.000241853023689058,0.999217623132212
"T Cell Activation Involved In Immune Response (GO:0002286)",0.997763765991207,0.997337174901897,0.0013581821817312,0.998434280929686
"T Cell Differentiation (GO:0030217)",0.998063441292179,0.997974870408721,0.000737245064496906,0.99892673065767
"T Cell Differentiation In Thymus (GO:0033077)",0.999207047289779,0.999412655659708,0.000570990798573802,0.999560320225465
"T Cell Homeostasis (GO:0043029)",0.987165796425547,0.986809375412167,0.00664934494961875,0.994314570089259
"T Cell Mediated Immunity (GO:0002456)",0.999172393096815,0.999071401153693,0.000275644097132952,0.999425448703424
"T Cell Migration (GO:0072678)",0.99704682034438,0.99768629023617,0.00281433449507627,0.998213035225265
"T Cell Proliferation (GO:0042098)",0.990481850303589,0.991301351057076,0.00375090299843483,0.994470545291498
"T Cell Receptor Signaling Pathway (GO:0050852)",0.998094691996546,0.998120926999347,0.000317181878968553,0.998862673866071
"T-helper Cell Differentiation (GO:0042093)",0.998187036731099,0.998161358342333,0.000856282840824684,0.999093677018467
"T-helper Cell Lineage Commitment (GO:0002295)",0.998490230262645,0.998411143321921,0.000584250647959685,0.999166112029153
"TOR Signaling (GO:0031929)",0.999204018637411,0.999251249043798,0.000157701401560855,0.999448464517296
"TORC1 Signaling (GO:0038202)",0.996730740298815,0.997394111091338,0.00244371764440842,0.99873266486012
"U2-type Prespliceosome Assembly (GO:1903241)",0.992302177794889,0.992928928030528,0.00305584405714292,0.998451514563885
"UV-damage Excision Repair (GO:0070914)",0.984918217316429,0.98512395841739,0.00488873009102895,0.993778362122665
"V(D)J Recombination (GO:0033151)",0.999054497036471,0.999112213783821,0.000494543467244173,0.999351675811041
"Wnt Signaling Pathway (GO:0016055)",0.99635871349741,0.996239681707292,0.00107058572159915,0.997626464762261
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",0.997033030838655,0.997650528820891,0.00225748984019775,0.998081866620965
"acetyl-CoA Biosynthetic Process (GO:0006085)",0.991400492590776,0.990558904823911,0.00540715221159693,0.996733047863565
"acetyl-CoA Metabolic Process (GO:0006084)",0.98818340503815,0.987501343181559,0.00389565139744721,0.993991705297746
"Actin Cytoskeleton Reorganization (GO:0031532)",0.997521521725108,0.997645973339998,0.00089788867485591,0.998334736080698
"Actin Filament Bundle Assembly (GO:0051017)",0.998745768128395,0.999126484491755,0.000810136217096236,0.999155012068605
"Actin Filament Bundle Organization (GO:0061572)",0.999349981411107,0.999435814383174,0.000280794139511902,0.999537330318529
"Actin Filament Capping (GO:0051693)",0.996343173779351,0.996119372514516,0.00163718831571232,0.998022121494167
"Actin Filament Depolymerization (GO:0030042)",0.995050717194595,0.996467383762471,0.0034876632020781,0.997423577901795
"Actin Filament Organization (GO:0007015)",0.99709179830006,0.997007422886516,0.000470097040191352,0.998286925141512
"Actin Filament Polymerization (GO:0030041)",0.994040993541995,0.994407023525528,0.00215622905165869,0.995997769021765
"Actin Filament-Based Transport (GO:0099515)",0.996133005178734,0.996726170251394,0.00201394918742245,0.997505856744449
"Actin Nucleation (GO:0045010)",0.99894716269978,0.998953109317998,0.000475834685214373,0.99953427605097
"Actin Polymerization Or Depolymerization (GO:0008154)",0.99789500112277,0.99790695884075,0.000359705078440474,0.998668748026064
"Action Potential (GO:0001508)",0.999036884856223,0.998936881319679,0.000522376971948953,0.999271142173659
"Activation Of GTPase Activity (GO:0090630)",0.998304678107495,0.998383364604241,0.000552670907018529,0.998738778473595
"Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)",0.978822188935283,0.975929617269948,0.00781311120675286,0.988744856402248
"Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)",0.992859565685257,0.993317470055227,0.00365944511576553,0.996911812083041
"Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)",0.997091961870466,0.99712061597947,0.00113983222197157,0.998421449361437
"Activation Of Phospholipase C Activity (GO:0007202)",0.998281473433011,0.998117691919073,0.000494931780165647,0.998786634700966
"Activation Of Protein Kinase B Activity (GO:0032148)",0.998285993497931,0.998490909304982,0.000808055420179472,0.998997439186212
"Activation Of Protein Kinase Activity (GO:0032147)",0.995935321580521,0.995735436375619,0.000790559295354007,0.99724275293639
"Actomyosin Structure Organization (GO:0031032)",0.99408359151514,0.995040739518442,0.00270406596880335,0.996313420186884
"Acute Inflammatory Response (GO:0002526)",0.996504374299223,0.996832494644775,0.00213098594101175,0.997897047705468
"acyl-CoA Biosynthetic Process (GO:0071616)",0.992955038698762,0.992425906475989,0.00285202653105193,0.996922724053122
"acyl-CoA Metabolic Process (GO:0006637)",0.966615745968746,0.96943761411875,0.0132220454087276,0.986686939336177
"Acylglycerol Biosynthetic Process (GO:0046463)",0.95991610299488,0.971423823386385,0.0292942485679745,0.98083232044578
"Acylglycerol Catabolic Process (GO:0046464)",0.991095929969936,0.992456281188796,0.00614510726055179,0.994792837893776
"Acylglycerol Homeostasis (GO:0055090)",0.992116508921811,0.992073952931349,0.00721848267211557,0.995396016501015
"Acylglycerol Metabolic Process (GO:0006639)",0.983889586584961,0.985176736671813,0.0049748059476408,0.990990637399379
"Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)",0.990566381540791,0.990909959623533,0.00333184664085887,0.995449287449088
"Adenine Nucleotide Transport (GO:0051503)",0.995799445133201,0.996370291776799,0.00240733185540034,0.997198662696887
"Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)",0.993402312390701,0.993590314882316,0.00353796083074709,0.995345096122206
"Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)",0.993422564625941,0.995575472155741,0.00675100815326073,0.995806770206016
"Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)",0.993298352037518,0.994065984745067,0.00389113159793627,0.995508352638136
"Adherens Junction Organization (GO:0034332)",0.989028828353434,0.98960119640679,0.00696950221370155,0.993987952158631
"Adipose Tissue Development (GO:0060612)",0.996997345097999,0.996961043362033,0.001229527472882,0.997859372944863
"Aerobic Electron Transport Chain (GO:0019646)",0.995267544692642,0.995325896687474,0.00104895258683353,0.999194786715105
"Aerobic Respiration (GO:0009060)",0.993841566189295,0.993796088085633,0.00132289948952319,0.99880063650571
"Alpha-Amino Acid Catabolic Process (GO:1901606)",0.985888189434823,0.987285218944554,0.00790854833987908,0.993305419455614
"Alpha-Amino Acid Metabolic Process (GO:1901605)",0.923672103324757,0.923601581847548,0.0474335848309745,0.968294690516753
"Alpha-Beta T Cell Activation (GO:0046631)",0.999543566841449,0.999594020713162,0.00020456887353339,0.999814517693913
"Alternative mRNA Splicing, Via Spliceosome (GO:0000380)",0.99343377520555,0.994213074485885,0.0022952168416724,0.998428460235111
"Ameboidal-Type Cell Migration (GO:0001667)",0.991147111441293,0.99362623073884,0.00747418876200066,0.994766882384712
"Amide Biosynthetic Process (GO:0043604)",0.992764481428865,0.993971679869023,0.00410321304915521,0.995729523644069
"Amide Transport (GO:0042886)",0.997102489381564,0.997086014106637,0.00163402161354458,0.997990835636827
"Amino Acid Catabolic Process (GO:0009063)",0.989131788988834,0.989832956193935,0.00427462086990934,0.994230614144995
"Amino Acid Import Across Plasma Membrane (GO:0089718)",0.99868168941697,0.99857016549924,0.000646021262862437,0.999023971442249
"Amino Acid Transmembrane Transport (GO:0003333)",0.987225558932956,0.988650879527364,0.00548872197483963,0.992610896410884
"Amino Acid Transport (GO:0006865)",0.995845157237904,0.995999261899164,0.0011856035472998,0.997226478566422
"Aminoglycan Biosynthetic Process (GO:0006023)",0.979644653331144,0.982312852753251,0.00643059717615133,0.990495716166379
"Amyloid Fibril Formation (GO:1990000)",0.999770665783117,0.999787715482543,0.000135841317291832,0.999842869783922
"Amyloid Precursor Protein Catabolic Process (GO:0042987)",0.991827408827375,0.991764362297572,0.00438617854279302,0.996026863184553
"Amyloid Precursor Protein Metabolic Process (GO:0042982)",0.994321666506717,0.994997613547358,0.00319764492883161,0.997045773304392
"Amyloid-Beta Metabolic Process (GO:0050435)",0.993771675809863,0.994510357524085,0.00647085769280499,0.996553312564887
"Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)",0.996993403169738,0.997543507919667,0.00152816151492983,0.998226829432276
"Androgen Receptor Signaling Pathway (GO:0030521)",0.996062123035893,0.996652123061751,0.00188078460885549,0.997839249346102
"Anterior/Posterior Pattern Specification (GO:0009952)",0.9972879481491,0.99834046554295,0.00226154321682962,0.998039110646185
"Anterograde Axonal Transport (GO:0008089)",0.994580193515672,0.993786435141185,0.00181577798046402,0.996981882157086
"Anterograde Synaptic Vesicle Transport (GO:0048490)",0.983666978341564,0.980800470604344,0.00733031912826549,0.994208809662121
"Anterograde Trans-Synaptic Signaling (GO:0098916)",0.994208414428391,0.994081318132376,0.00105882498478516,0.996106486427128
"Antibacterial Humoral Response (GO:0019731)",0.99993431501828,0.999968009626674,5.94724096453641e-05,0.999958584993841
"Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)",0.999753976074601,0.999787095612036,0.000126249070093623,0.99985172584164
"Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)",0.999174008243831,0.999259671247065,0.000366798402551607,0.999439973005205
"Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)",0.986399871643729,0.987506532248243,0.00728358867335538,0.992950701348865
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)",0.999608659997408,0.999575118429538,0.000186948714619386,0.999758415213476
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)",0.986399871643729,0.987506532248243,0.00728358867335538,0.992950701348865
"Antigen Receptor-Mediated Signaling Pathway (GO:0050851)",0.997926399866707,0.997980181806487,0.000265982727148051,0.998714543779048
"Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)",0.999836707897339,0.99984478626361,6.73935175642287e-05,0.999887535214338
"Antimicrobial Humoral Response (GO:0019730)",0.999851989867344,0.999870331568575,5.80683525986893e-05,0.999900195637069
"Antiviral Innate Immune Response (GO:0140374)",0.982847135094438,0.98378216370464,0.0050548466302079,0.99177424777783
"Aorta Morphogenesis (GO:0035909)",0.995041540616158,0.996772532661756,0.00636478162694878,0.996727734326911
"Aortic Valve Development (GO:0003176)",0.980197191727681,0.979595355805218,0.00749637710572096,0.991054454708268
"Aortic Valve Morphogenesis (GO:0003180)",0.995458618501564,0.995420740597996,0.00181840285631946,0.99714994556649
"Apical Junction Assembly (GO:0043297)",0.995333650685624,0.995554983491497,0.00177552192174246,0.997201363960158
"Apoptotic Cell Clearance (GO:0043277)",0.999326234117926,0.999306606366361,0.00027194061256083,0.999522667681297
"Apoptotic Mitochondrial Changes (GO:0008637)",0.991430847709886,0.991557518830367,0.00187472152301787,0.996968358802328
"Apoptotic Nuclear Changes (GO:0030262)",0.980552619811108,0.983243255445508,0.0102163091867571,0.991474322095182
"Arachidonic Acid Metabolic Process (GO:0019369)",0.997514240466933,0.997724907693639,0.00101492265143402,0.998375506706816
"Artery Development (GO:0060840)",0.98963545067191,0.993746686078783,0.00815746101855361,0.993947776218928
"Artery Morphogenesis (GO:0048844)",0.988723932862014,0.990084774894626,0.00657766841803194,0.992817183959365
"Astrocyte Activation (GO:0048143)",0.98921897989483,0.990424969321534,0.00560054961762167,0.993366042874567
"Astrocyte Development (GO:0014002)",0.985660350157958,0.987805497147402,0.0069669649259673,0.992251650356194
"Atrioventricular Valve Morphogenesis (GO:0003181)",0.965847502044593,0.979329834950756,0.0281894251955773,0.979308057582603
"Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315)",0.989914113761458,0.992103472415661,0.00643684184933531,0.995336412296649
"Autophagosome Assembly (GO:0000045)",0.990149946470015,0.990253500471355,0.00195594967312787,0.995511967952703
"Autophagosome Maturation (GO:0097352)",0.995803282435499,0.996039634952154,0.00117116963415242,0.998067345422986
"Autophagosome Organization (GO:1905037)",0.990919934772912,0.990750869591895,0.00197941681503809,0.995757427395778
"Autophagy Of Mitochondrion (GO:0000422)",0.991206364504859,0.991307892918655,0.00210263007779838,0.996419167942405
"Autophagy Of Nucleus (GO:0044804)",0.994085368960118,0.99367471149011,0.00246468886733136,0.996887515857167
"Axon Development (GO:0061564)",0.996912221706129,0.997315991342505,0.00168682505434379,0.997911316883891
"Axon Extension (GO:0048675)",0.999079259499101,0.999095647877284,0.000543196854390218,0.999497710723751
"Axon Guidance (GO:0007411)",0.992715193208373,0.993111014429525,0.00215103971486336,0.995157510438696
"Axonal Transport (GO:0098930)",0.993648888299852,0.993604717975468,0.00209651532695932,0.996717355733587
"Axonal Transport Of Mitochondrion (GO:0019896)",0.993650442075359,0.994259869118337,0.0050182098906605,0.996578681657383
"Axonemal Dynein Complex Assembly (GO:0070286)",0.986863375050626,0.987167493930628,0.00739885823733887,0.992052517086409
"Axoneme Assembly (GO:0035082)",0.983441022468881,0.982582228957475,0.00865017644579208,0.988676749528785
"Axonogenesis (GO:0007409)",0.996776025078499,0.997131574434864,0.0013992941299164,0.997836775661574
"Barbed-End Actin Filament Capping (GO:0051016)",0.996343173779351,0.996119372514516,0.00163718831571232,0.998022121494167
"Base Conversion Or Substitution Editing (GO:0016553)",0.990033862718497,0.993115517212178,0.00849130496758249,0.994231100491711
"Base-Excision Repair (GO:0006284)",0.989274046718779,0.990033457445413,0.00270377745604251,0.9948025667931
"Base-Excision Repair, AP Site Formation (GO:0006285)",0.979983970796151,0.981009058077217,0.0137105839792299,0.992359150832409
"Base-Excision Repair, Gap-Filling (GO:0006287)",0.993563029337189,0.994570375011153,0.00314026356323648,0.996056866706971
"Bicarbonate Transport (GO:0015701)",0.979788143119489,0.981095655510278,0.00827224106085274,0.989703254083559
"Bicellular Tight Junction Assembly (GO:0070830)",0.992969960561638,0.992185370016578,0.00281339501010504,0.995681804111268
"Bile Acid And Bile Salt Transport (GO:0015721)",0.96576235277,0.965804673384144,0.0207046820070694,0.984281842179181
"Bile Acid Biosynthetic Process (GO:0006699)",0.992365223036692,0.993767140846707,0.00480377712794163,0.995279704958808
"Bile Acid Metabolic Process (GO:0008206)",0.991906010415563,0.991758659964036,0.00447977519973877,0.994991076203883
"Blood Circulation (GO:0008015)",0.998016443790136,0.998267845074554,0.000779522578579518,0.998708863329028
"Blood Vessel Diameter Maintenance (GO:0097746)",0.997905222953391,0.997807560012774,0.00148452244672015,0.998590365964777
"Blood Vessel Endothelial Cell Migration (GO:0043534)",0.993868875278168,0.994548896272013,0.00494778744034832,0.995866520417241
"Blood Vessel Morphogenesis (GO:0048514)",0.988991545519447,0.990233913468504,0.00506860247439441,0.993287672044821
"Bone Development (GO:0060348)",0.999726549772325,0.99974315095711,9.98500535776263e-05,0.999806607854821
"Brain Development (GO:0007420)",0.996037533595313,0.995962103505471,0.000494451512061822,0.997616443305569
"Branched-Chain Amino Acid Catabolic Process (GO:0009083)",0.985752700173828,0.986787945521297,0.00628464193400822,0.995007551325131
"Branched-Chain Amino Acid Metabolic Process (GO:0009081)",0.98752203460616,0.98896598419225,0.00658328944513096,0.994012944812584
"Branching Morphogenesis Of An Epithelial Tube (GO:0048754)",0.99837567641771,0.998525784771918,0.0012412179345983,0.998710052461819
"cAMP-mediated Signaling (GO:0019933)",0.990059402407632,0.99241509579487,0.00625085534048275,0.994174778118376
"Calcium Ion Homeostasis (GO:0055074)",0.998670105382402,0.998971201626329,0.000796569129393471,0.999021423130271
"Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)",0.999429062963305,0.999530690246119,0.000367545073542992,0.999575487400608
