"Pathway","R2mean","R2median","R2sd","V1VE"
"L-amino Acid Transport (GO:0015807)",0.99948986521806,0.999528180387465,0.000264935127856789,0.999663059834929
"L-serine Metabolic Process (GO:0006563)",0.996615118670052,0.998042870621991,0.00350603485157348,0.998191583606589
"MAPK Cascade (GO:0000165)",0.998838799397018,0.998947203730469,0.000399581491898203,0.999284488120597
"MHC Class II Protein Complex Assembly (GO:0002399)",0.999728084941731,0.999798299432002,0.000201967926567467,0.999845722542874
"MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755)",0.995749218346082,0.996432609223849,0.0022236911189652,0.99837350858148
"N-glycan Processing (GO:0006491)",0.986633190418303,0.988070990301225,0.00489747749038936,0.994182672528906
"N-terminal Protein Amino Acid Acetylation (GO:0006474)",0.996010531388612,0.995843897430835,0.0016367008316683,0.998140644974483
"N-terminal Protein Amino Acid Modification (GO:0031365)",0.994482857201872,0.994456842492547,0.00261224844231348,0.997713132422092
"NAD Biosynthetic Process (GO:0009435)",0.999697230585949,0.999723822662144,0.000141031619260041,0.999794754441218
"NAD Metabolic Process (GO:0019674)",0.99953722544821,0.999546359498583,0.000245079419931753,0.999703219068823
"NADH Dehydrogenase Complex Assembly (GO:0010257)",0.997218965161643,0.997461841391341,0.000639955169177674,0.999077514426146
"NADP Metabolic Process (GO:0006739)",0.997260108605091,0.997383012800814,0.00152055477695715,0.998568363039907
"NIK/NF-kappaB Signaling (GO:0038061)",0.999189653445345,0.999282302724101,0.000425798038026077,0.9994449508164
"NLS-bearing Protein Import Into Nucleus (GO:0006607)",0.985888379599338,0.989597994177548,0.0126737075218431,0.995132685489047
"Notch Signaling Pathway (GO:0007219)",0.996705086467947,0.996650539695398,0.000902965124167235,0.998081464621223
"O-glycan Processing (GO:0016266)",0.983809179939758,0.983853872600638,0.00606976456265151,0.992887856988189
"P-body Assembly (GO:0033962)",0.99683362944496,0.997338634988829,0.00138230156063048,0.99854738548803
"RNA 3'-End Processing (GO:0031123)",0.996328777170865,0.996661196065233,0.00157740338223793,0.997826595209086
"RNA Biosynthetic Process (GO:0032774)",0.998160176079321,0.998306732070075,0.000549990085649374,0.998996250281457
"RNA Catabolic Process (GO:0006401)",0.996925146034053,0.997048071899506,0.000792888881327524,0.998477482928268
"RNA Destabilization (GO:0050779)",0.987192049725089,0.987843767053331,0.00640595364252307,0.9946801758524
"RNA Export From Nucleus (GO:0006405)",0.998775315989007,0.998832978239742,0.000392441591865766,0.999329538230295
"RNA Methylation (GO:0001510)",0.998119844950763,0.998088206113007,0.000560372587229918,0.998869825998096
"RNA Modification (GO:0009451)",0.99785066796218,0.99826817751268,0.000834843516448802,0.998541653668948
"RNA Phosphodiester Bond Hydrolysis (GO:0090501)",0.990044932740093,0.990560403990035,0.00312361773792005,0.99575047699183
"RNA Phosphodiester Bond Hydrolysis, Endonucleolytic (GO:0090502)",0.973768125376053,0.978853262597525,0.0138902737053087,0.99351692028218
"RNA Polyadenylation (GO:0043631)",0.999341079629021,0.999358049370364,0.000282420480000882,0.999577211153576
"RNA Polymerase II Preinitiation Complex Assembly (GO:0051123)",0.996697430592987,0.996713116872186,0.000960670836166147,0.998378615827903
"RNA Splicing (GO:0008380)",0.996513630161072,0.996324613163451,0.000604579237759695,0.998760300550563
"RNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0000394)",0.993206532052199,0.995569543678928,0.00570092453587147,0.997031690050552
"RNA Splicing, Via Transesterification Reactions (GO:0000375)",0.992819050466679,0.993136684432219,0.00271047967522914,0.997800554589045
"RNA Stabilization (GO:0043489)",0.999438002066373,0.999434615341725,0.00016896828947895,0.999683034787796
"RNA Transport (GO:0050658)",0.999376676312819,0.999466227159516,0.000308294623310662,0.999653872282794
"RNA-mediated Gene Silencing (GO:0031047)",0.999511594095535,0.999514188653863,0.000166348192186235,0.999653984868691
"RNA-templated DNA Biosynthetic Process (GO:0006278)",0.999536288694071,0.999520480030173,0.000159241634018206,0.99973215870994
"Rac Protein Signal Transduction (GO:0016601)",0.999767014484849,0.999805891263806,0.000153419083841924,0.999873255354109
"Rho Protein Signal Transduction (GO:0007266)",0.999597268665813,0.9995813748077,0.000147037001398885,0.999750734147715
"SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146)",0.998964415701735,0.998926268155904,0.000316072319413439,0.999283591956953
"SMAD Protein Signal Transduction (GO:0060395)",0.997854996524565,0.997868660930477,0.00101987051731824,0.99871639451677
"T Cell Activation (GO:0042110)",0.99918251311701,0.99927262874658,0.000346735190187689,0.999453330141356
"T Cell Activation Involved In Immune Response (GO:0002286)",0.999866744011098,0.999858368420294,7.02585559835676e-05,0.999914749528671
"T Cell Differentiation (GO:0030217)",0.999743514392713,0.999801094267712,0.000109215456152222,0.999825400114804
"T Cell Differentiation In Thymus (GO:0033077)",0.998808698070587,0.99903679314234,0.000818301423577303,0.999357283886926
"T Cell Homeostasis (GO:0043029)",0.994664460537144,0.995245491002481,0.00270148182770003,0.997948009862169
"T Cell Mediated Immunity (GO:0002456)",0.999646923445255,0.999705439133851,0.00021091275297613,0.9997550569605
"T Cell Migration (GO:0072678)",0.996036488079238,0.998400186441969,0.00525818870208385,0.997871423947368
"T Cell Proliferation (GO:0042098)",0.998608091911699,0.998799336295294,0.000654441169984242,0.999240664332748
"T Cell Receptor Signaling Pathway (GO:0050852)",0.999234525738001,0.999272072564342,0.000162267209899663,0.999480666413214
"T-helper Cell Differentiation (GO:0042093)",0.999426680457407,0.99957813935869,0.000384649455665974,0.999604112118648
"T-helper Cell Lineage Commitment (GO:0002295)",0.998592914448395,0.999042377080158,0.0015600172391455,0.999159954379991
"TOR Signaling (GO:0031929)",0.999364037309474,0.999401816766711,0.000161965411731109,0.999596869148065
"TORC1 Signaling (GO:0038202)",0.998875480218598,0.9990444590606,0.00063626816583927,0.99950251520996
"U2-type Prespliceosome Assembly (GO:1903241)",0.9957766038403,0.995774371246886,0.00189303701501304,0.998937290243634
"UV-damage Excision Repair (GO:0070914)",0.986093976260318,0.986094356403276,0.00597834646999529,0.993955590321911
"V(D)J Recombination (GO:0033151)",0.999136059447792,0.998935786538929,0.000585333081225041,0.999412703326434
"Wnt Signaling Pathway (GO:0016055)",0.996797718361085,0.996825962375696,0.000736272030890472,0.997949732534373
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",0.999888425430432,0.999897675663781,6.29002185127479e-05,0.999923146196262
"acetyl-CoA Biosynthetic Process (GO:0006085)",0.993629505639569,0.994298716018883,0.00501557066572928,0.997171027621966
"acetyl-CoA Metabolic Process (GO:0006084)",0.994868181543956,0.994680266617695,0.00249507163267439,0.996960231732889
"Actin Cytoskeleton Reorganization (GO:0031532)",0.999524948031035,0.99952330216818,8.29318569027238e-05,0.999698366751406
"Actin Filament Bundle Assembly (GO:0051017)",0.999465384601088,0.999441431160154,0.000302837697400959,0.999675293955422
"Actin Filament Bundle Organization (GO:0061572)",0.999614776133611,0.999575588470321,0.000208912656677018,0.999755302280396
"Actin Filament Capping (GO:0051693)",0.999570950584814,0.999643292596024,0.00015829618360697,0.999750960601297
"Actin Filament Depolymerization (GO:0030042)",0.998794126094768,0.999048065560915,0.000936963686835083,0.99936336744189
"Actin Filament Organization (GO:0007015)",0.999413253482351,0.999450412244652,9.21311363623816e-05,0.999656445286666
"Actin Filament Polymerization (GO:0030041)",0.999255524232632,0.999243305653564,0.000234822004000774,0.999499903057981
"Actin Filament-Based Transport (GO:0099515)",0.997704774065247,0.997652663837863,0.00124056306788433,0.998519486168233
"Actin Nucleation (GO:0045010)",0.999829261543838,0.999831901974371,7.63969584736421e-05,0.999919606546097
"Actin Polymerization Or Depolymerization (GO:0008154)",0.999556678083025,0.999558643181047,0.000100140951892199,0.999723700079447
"Action Potential (GO:0001508)",0.998719728350718,0.999057824241668,0.00124707602681579,0.999174713764086
"Activation Of GTPase Activity (GO:0090630)",0.997022743153955,0.997002898415099,0.000394345061001263,0.998017149322284
"Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)",0.991188602143022,0.990911126616943,0.00435083997187588,0.995863105007287
"Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)",0.997314243038534,0.998338608456699,0.0023380403812337,0.998759708930329
"Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)",0.999563929283533,0.999561368610246,0.000110800306999548,0.999732286321772
"Activation Of Phospholipase C Activity (GO:0007202)",0.999103991151933,0.999142836325093,0.000543160478523755,0.999428833455758
"Activation Of Protein Kinase B Activity (GO:0032148)",0.999336774257316,0.999393543880138,0.000267076876155403,0.999628531114404
"Activation Of Protein Kinase Activity (GO:0032147)",0.998899739314894,0.999022424470172,0.000325799715490487,0.999284800752038
"Actomyosin Structure Organization (GO:0031032)",0.99883754532007,0.99884527341502,0.000238524831954783,0.999283563086302
"Acute Inflammatory Response (GO:0002526)",0.999613992244269,0.999655106557098,0.000246212199305356,0.999722754157019
"acyl-CoA Biosynthetic Process (GO:0071616)",0.995692528231513,0.995563887457263,0.00177693132105601,0.997895013042587
"acyl-CoA Metabolic Process (GO:0006637)",0.993974814302151,0.99378849735029,0.00248810719689534,0.99595610194183
"Acylglycerol Biosynthetic Process (GO:0046463)",0.984121320732903,0.987699809438006,0.0120631356173202,0.99238551925048
"Acylglycerol Catabolic Process (GO:0046464)",0.998412877148274,0.998615854263686,0.00101779207807035,0.998983014546381
"Acylglycerol Homeostasis (GO:0055090)",0.995600094991304,0.995843286836038,0.00366956510096093,0.996913923727055
"Acylglycerol Metabolic Process (GO:0006639)",0.993913370072985,0.994116065280366,0.0043087326378208,0.996349565456056
"Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)",0.999549040560786,0.999554759940618,0.000210670708478529,0.99968095474745
"Adenine Nucleotide Transport (GO:0051503)",0.999103339159749,0.99908130396449,0.000330650571748556,0.999343216087555
"Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)",0.989937926765527,0.99653225966832,0.0134824658236238,0.993727687731431
"Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)",0.999558636619394,0.999586253028423,0.000192874232048959,0.999701921563064
"Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)",0.997441794629133,0.998763056460757,0.00286666313063498,0.998259095067276
"Adherens Junction Organization (GO:0034332)",0.996494644326641,0.997092227640024,0.00202681220110705,0.998230503295549
"Adipose Tissue Development (GO:0060612)",0.998554273265139,0.998617968798572,0.000593227020799034,0.999139378857444
"Aerobic Electron Transport Chain (GO:0019646)",0.997884171517465,0.998010515484565,0.000498019151758984,0.999537180447328
"Aerobic Respiration (GO:0009060)",0.997392839598478,0.997389165608009,0.000551388372129287,0.999292813160908
"Alpha-Amino Acid Catabolic Process (GO:1901606)",0.998704959819519,0.999424090144773,0.00152703320251198,0.99912564117092
"Alpha-Amino Acid Metabolic Process (GO:1901605)",0.998133562156982,0.998588095840253,0.00127490425069145,0.998710830662273
"Alpha-Beta T Cell Activation (GO:0046631)",0.999368322075413,0.999583868433084,0.000576397947606299,0.999611611794799
"Alternative mRNA Splicing, Via Spliceosome (GO:0000380)",0.99772400220635,0.997816977702479,0.000676842275760111,0.999264311271737
"Ameboidal-Type Cell Migration (GO:0001667)",0.992541218666292,0.992787415163957,0.00299789866819963,0.995821279029696
"Amide Biosynthetic Process (GO:0043604)",0.998264832630444,0.998379298822082,0.000549324520932079,0.998933689334797
"Amide Transport (GO:0042886)",0.998978403206412,0.999091063449869,0.000479112073890745,0.999284330460819
"Amino Acid Catabolic Process (GO:0009063)",0.99835630336547,0.998791517965466,0.00133149430136555,0.99895240072333
"Amino Acid Import Across Plasma Membrane (GO:0089718)",0.999401038989262,0.999486404895395,0.000352039942518256,0.999558867830575
"Amino Acid Transmembrane Transport (GO:0003333)",0.997994463754688,0.998002530876319,0.000516940940874361,0.998771421482443
"Amino Acid Transport (GO:0006865)",0.999150299739476,0.999231331663338,0.000300208160927749,0.999482663410286
"Aminoglycan Biosynthetic Process (GO:0006023)",0.992335015602731,0.993194002731051,0.00290495084660231,0.995864343878967
"Amyloid Fibril Formation (GO:1990000)",0.999861260678167,0.999871034435746,5.24788362891363e-05,0.99990575680084
"Amyloid Precursor Protein Catabolic Process (GO:0042987)",0.998546157381417,0.998558501859014,0.000605058769655994,0.999284539488574
"Amyloid Precursor Protein Metabolic Process (GO:0042982)",0.996816998866674,0.997063572429137,0.00236676997365294,0.99822517333335
"Amyloid-Beta Metabolic Process (GO:0050435)",0.998971659133791,0.99894230950626,0.000339370566646553,0.999393459092387
"Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)",0.997807475065971,0.997817029367066,0.000554693493057906,0.998683351369539
"Androgen Receptor Signaling Pathway (GO:0030521)",0.998617560831552,0.998644876436473,0.000430090827085774,0.999230396361612
"Anterior/Posterior Pattern Specification (GO:0009952)",0.997993122702321,0.997987300762329,0.000770049797350148,0.998718909404493
"Anterograde Axonal Transport (GO:0008089)",0.998800663238096,0.998946783420307,0.000455690185746271,0.999315576699093
"Anterograde Synaptic Vesicle Transport (GO:0048490)",0.998555271451862,0.998739884239738,0.000791475976665177,0.999296934111778
"Anterograde Trans-Synaptic Signaling (GO:0098916)",0.999347778659149,0.999382981810384,0.000196757870667794,0.999520813827816
"Antibacterial Humoral Response (GO:0019731)",0.999879006514399,0.999921685516175,0.000118213255708231,0.999925335426967
"Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)",0.99992559651841,0.999935435316667,3.79994147966223e-05,0.999964330860428
"Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)",0.999695318161979,0.99976767537192,0.000169297298659332,0.999863183751193
"Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)",0.999670974292086,0.999746567828577,0.000178579996568398,0.99984569684758
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)",0.999910724324429,0.999913287455274,2.46149924138725e-05,0.999950740560197
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)",0.999670974292086,0.999746567828577,0.000178579996568398,0.99984569684758
"Antigen Receptor-Mediated Signaling Pathway (GO:0050851)",0.999069936079763,0.999120323693127,0.000183060927263739,0.999374646076513
"Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)",0.998648771249283,0.999233702413758,0.00116234546274465,0.999293913094978
"Antimicrobial Humoral Response (GO:0019730)",0.99902680344687,0.999419245270254,0.000819792258564663,0.999488926470661
"Antiviral Innate Immune Response (GO:0140374)",0.977524151591127,0.986807167425931,0.020936625672511,0.990282951488779
"Aorta Morphogenesis (GO:0035909)",0.99922573293749,0.99946733192348,0.00054659511507147,0.99946781869642
"Aortic Valve Development (GO:0003176)",0.997303735257163,0.997289873314327,0.00121273677359794,0.998551187485245
"Aortic Valve Morphogenesis (GO:0003180)",0.999258828113024,0.999262010404319,0.000246005910477132,0.999488755569534
"Apical Junction Assembly (GO:0043297)",0.999209725164378,0.999232909072985,0.000306749263887559,0.99951658950083
"Apoptotic Cell Clearance (GO:0043277)",0.99992566490412,0.999922205055608,2.54616767878377e-05,0.999955569893478
"Apoptotic Mitochondrial Changes (GO:0008637)",0.999499207909805,0.999589241511098,0.000212356872535164,0.999694110506903
"Apoptotic Nuclear Changes (GO:0030262)",0.997467145823646,0.997062483347344,0.00146822825170425,0.998715374322853
"Arachidonic Acid Metabolic Process (GO:0019369)",0.999619592371279,0.999657407840142,0.000132676725629696,0.999751799084677
"Artery Development (GO:0060840)",0.998256080087611,0.99832532075022,0.000877250671102887,0.998892103178322
"Artery Morphogenesis (GO:0048844)",0.99804596427509,0.998114096188349,0.000850422074244899,0.998649609075294
"Astrocyte Activation (GO:0048143)",0.999466580509926,0.999457862622767,0.000279156867189394,0.99970486861471
"Astrocyte Development (GO:0014002)",0.999714207617592,0.999744401366579,0.000145128484276279,0.999814578796948
"Atrioventricular Valve Morphogenesis (GO:0003181)",0.987560348529406,0.991325231078453,0.00828992554900731,0.992952894352422
"Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315)",0.998460225236521,0.998460229567909,0.000336795521624742,0.999012479379454
"Autophagosome Assembly (GO:0000045)",0.99797033568141,0.998061654055421,0.000421140856645395,0.998968565456769
"Autophagosome Maturation (GO:0097352)",0.998210638915186,0.998114530724492,0.000443879296101729,0.999284262089656
"Autophagosome Organization (GO:1905037)",0.998134520768515,0.998205407817969,0.000428320458590084,0.999039569245342
"Autophagy Of Mitochondrion (GO:0000422)",0.998628301868385,0.998637582098659,0.00047844502512095,0.999268878208309
"Autophagy Of Nucleus (GO:0044804)",0.996533063218021,0.996544943078992,0.00172924147371947,0.998099614616969
"Axon Development (GO:0061564)",0.999730113173975,0.999729843356387,7.26561333019668e-05,0.999805021938749
"Axon Extension (GO:0048675)",0.999646053223784,0.999572001582957,0.000144693978867802,0.999763192637391
"Axon Guidance (GO:0007411)",0.999194306052152,0.999181621436885,0.000164520441378976,0.999423691475964
"Axonal Transport (GO:0098930)",0.998456666901797,0.998660208602115,0.000810969301539986,0.999192267020338
"Axonal Transport Of Mitochondrion (GO:0019896)",0.999088677695315,0.999400561945448,0.000729850576525394,0.999404214767515
"Axonemal Dynein Complex Assembly (GO:0070286)",0.994818413743599,0.995994047694476,0.00520146149434326,0.996444607975741
"Axoneme Assembly (GO:0035082)",0.95079206090806,0.955820333218449,0.0207707858753257,0.973628664443686
"Axonogenesis (GO:0007409)",0.999508926602777,0.999497348323338,9.39773255903469e-05,0.999651071797436
"Barbed-End Actin Filament Capping (GO:0051016)",0.999570950584814,0.999643292596024,0.00015829618360697,0.999750960601297
"Base Conversion Or Substitution Editing (GO:0016553)",0.993262722039303,0.99337489896773,0.00489031132940751,0.99642161520994
"Base-Excision Repair (GO:0006284)",0.983412932442317,0.984592633118096,0.00617881738036228,0.992729995962425
"Base-Excision Repair, AP Site Formation (GO:0006285)",0.992636890903096,0.992834965335157,0.00446508632699657,0.996284365046662
"Base-Excision Repair, Gap-Filling (GO:0006287)",0.977668647098905,0.983562231711864,0.0115956805675447,0.98977431132604
"Bicarbonate Transport (GO:0015701)",0.998557169865542,0.998620082487687,0.000885250244103277,0.999157900738832
"Bicellular Tight Junction Assembly (GO:0070830)",0.998237679249878,0.998607509533482,0.0011177296115315,0.998859285005055
"Bile Acid And Bile Salt Transport (GO:0015721)",0.978694315492638,0.985638269371311,0.0180710426292747,0.986978836828036
"Bile Acid Biosynthetic Process (GO:0006699)",0.997701797799036,0.998474158804561,0.00164030344117733,0.998523783108294
"Bile Acid Metabolic Process (GO:0008206)",0.996634979750664,0.996707681952748,0.0014539624449873,0.997970100644244
"Blood Circulation (GO:0008015)",0.997183472867447,0.999139774877982,0.00360354668352146,0.998512984835735
"Blood Vessel Diameter Maintenance (GO:0097746)",0.995433311246186,0.99501959266072,0.0020424929551166,0.997497094606926
"Blood Vessel Endothelial Cell Migration (GO:0043534)",0.992502275882817,0.993556313283901,0.00534395279403133,0.996012944938434
"Blood Vessel Morphogenesis (GO:0048514)",0.9988026834329,0.998877283119415,0.00041983761548387,0.999200847007158
"Bone Development (GO:0060348)",0.999766132690343,0.999779462663749,0.000113447254495295,0.999838654234354
"Brain Development (GO:0007420)",0.997037285621246,0.997144140335133,0.000704087384886562,0.998291497613988
"Branched-Chain Amino Acid Catabolic Process (GO:0009083)",0.996754242027542,0.996970933196225,0.00113477196443211,0.998207840990725
"Branched-Chain Amino Acid Metabolic Process (GO:0009081)",0.996467684716781,0.997008641442612,0.00168439974131684,0.997884072422993
"Branching Morphogenesis Of An Epithelial Tube (GO:0048754)",0.997836547645544,0.997873332822123,0.000867773900231458,0.998748334975376
"cAMP-mediated Signaling (GO:0019933)",0.993742293411624,0.994136696421628,0.00288346129227883,0.996872712727436
"Calcium Ion Homeostasis (GO:0055074)",0.998655160012274,0.998708572374179,0.000602772844189126,0.999106142990856
"Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)",0.998826304156005,0.99895403770096,0.000671138084309042,0.999179542112658
