"","x"
"Actin Filament Bundle Assembly (GO:0051017)",0.00185445064349305
"Actin Filament Bundle Organization (GO:0061572)",0.00418521737132369
"Actin Filament Capping (GO:0051693)",0.00157813762004535
"Actin Filament Depolymerization (GO:0030042)",0.0846108330034466
"Actin Filament Organization (GO:0007015)",4.6482629920712e-09
"Actin Filament Polymerization (GO:0030041)",0.062854270659122
"Actin Filament-Based Transport (GO:0099515)",4.84513606049075e-05
"Actin Nucleation (GO:0045010)",0.000174313627071768
"Actin Polymerization Or Depolymerization (GO:0008154)",3.14864307394459e-10
"Action Potential (GO:0001508)",0.00082327806229008
"Activation Of GTPase Activity (GO:0090630)",4.24573078357243e-15
"Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)",0.00532125951119085
"Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)",3.65500488092467e-07
"Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)",1.6796590548375e-12
"Activation Of Phospholipase C Activity (GO:0007202)",0.389813306498515
"Activation Of Protein Kinase B Activity (GO:0032148)",0.00134024639786176
"Activation Of Protein Kinase Activity (GO:0032147)",0.000143561446675791
"Actomyosin Structure Organization (GO:0031032)",2.05898670171398e-06
"Acute Inflammatory Response (GO:0002526)",6.91534027570293e-07
"acyl-CoA Biosynthetic Process (GO:0071616)",0.0917917240879847
"acyl-CoA Metabolic Process (GO:0006637)",0.0194236072675982
"Acylglycerol Biosynthetic Process (GO:0046463)",2.13321191282332e-05
"Acylglycerol Catabolic Process (GO:0046464)",0.000327793220925222
"Acylglycerol Homeostasis (GO:0055090)",0.171062154007641
"Acylglycerol Metabolic Process (GO:0006639)",0.000309245363436691
"Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)",0.00337343212446465
"Adenine Nucleotide Transport (GO:0051503)",0.0894716016121323
"Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)",1.33529286879585e-11
"Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)",1.89878621819717e-07
"Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)",3.18754908670025e-21
"Adherens Junction Organization (GO:0034332)",0.0208688805762387
"Adipose Tissue Development (GO:0060612)",0.00243962473590279
"Aerobic Electron Transport Chain (GO:0019646)",3.49123134646068e-10
"Aerobic Respiration (GO:0009060)",2.97375994340285e-08
"Alpha-Amino Acid Catabolic Process (GO:1901606)",3.26397869139898e-07
"Alpha-Amino Acid Metabolic Process (GO:1901605)",0.00165283954033663
"Alpha-Beta T Cell Activation (GO:0046631)",3.29166533185509e-06
"Alternative mRNA Splicing, Via Spliceosome (GO:0000380)",0.000704716034784271
"Ameboidal-Type Cell Migration (GO:0001667)",0.360903708320631
"Amide Biosynthetic Process (GO:0043604)",2.12328541887394e-05
"Amide Transport (GO:0042886)",2.74115649813974e-08
"Amino Acid Catabolic Process (GO:0009063)",3.13600887266835e-06
"Amino Acid Import Across Plasma Membrane (GO:0089718)",6.13734194266133e-05
"Amino Acid Transmembrane Transport (GO:0003333)",1.03752416395239e-06
"Amino Acid Transport (GO:0006865)",1.19716568949552e-07
"Aminoglycan Biosynthetic Process (GO:0006023)",5.00043270754655e-05
"Amyloid Fibril Formation (GO:1990000)",2.07606248876684e-06
"Amyloid Precursor Protein Catabolic Process (GO:0042987)",0.016555202027716
"Amyloid Precursor Protein Metabolic Process (GO:0042982)",0.00051599756645893
"Amyloid-Beta Metabolic Process (GO:0050435)",0.200988700117016
"Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)",0.0046193874214104
"Androgen Receptor Signaling Pathway (GO:0030521)",0.228225128639022
"Anterior/Posterior Pattern Specification (GO:0009952)",2.30110123525157e-06
"Anterograde Axonal Transport (GO:0008089)",0.000251883283437176
"Anterograde Synaptic Vesicle Transport (GO:0048490)",0.079566868530479
"Anterograde Trans-Synaptic Signaling (GO:0098916)",4.90506192189036e-11
"Antibacterial Humoral Response (GO:0019731)",1.49512781449255e-06
"Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)",2.60771934498291e-06
"Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)",0.00017193296405999
"Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)",5.87385716317982e-06
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)",1.28460619216184e-07
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)",5.87385716317982e-06
"Antigen Receptor-Mediated Signaling Pathway (GO:0050851)",3.32443648976323e-12
"Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)",7.36379902165965e-12
"Antimicrobial Humoral Response (GO:0019730)",5.5798261975072e-15
"Antiviral Innate Immune Response (GO:0140374)",3.89181361124888e-15
"Aorta Morphogenesis (GO:0035909)",0.202464124167384
"Aortic Valve Development (GO:0003176)",9.91489512903608e-05
"Aortic Valve Morphogenesis (GO:0003180)",0.0481098270240509
"Apical Junction Assembly (GO:0043297)",0.000310872739800279
"Apoptotic Cell Clearance (GO:0043277)",0.00180674173326547
"Apoptotic Mitochondrial Changes (GO:0008637)",4.04892117906655e-11
"Apoptotic Nuclear Changes (GO:0030262)",0.000562391214448657
"Arachidonic Acid Metabolic Process (GO:0019369)",1.72627834425348e-08
"Artery Development (GO:0060840)",0.551473141245132
"Artery Morphogenesis (GO:0048844)",0.335906147840892
"Astrocyte Activation (GO:0048143)",0.0213051791631133
"Astrocyte Development (GO:0014002)",0.00176990396306113
"Atrioventricular Valve Morphogenesis (GO:0003181)",0.230249479432767
"Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315)",0.000343312309994942
"Autophagosome Assembly (GO:0000045)",3.41954686403521e-07
"Autophagosome Maturation (GO:0097352)",3.17636049690967e-07
"Autophagosome Organization (GO:1905037)",1.14156535127077e-08
"Autophagy Of Mitochondrion (GO:0000422)",4.91836949069228e-07
"Autophagy Of Nucleus (GO:0044804)",0.00283750960004615
"Axon Development (GO:0061564)",1.75175069865927e-09
"Axon Extension (GO:0048675)",4.87398129560556e-06
"Axon Guidance (GO:0007411)",5.12319805787776e-21
"Axonal Transport (GO:0098930)",0.000307131893406956
"Axonal Transport Of Mitochondrion (GO:0019896)",0.0878130552694476
"Axonemal Dynein Complex Assembly (GO:0070286)",0.980390768280025
"Axoneme Assembly (GO:0035082)",0.00627882674161289
"Axonogenesis (GO:0007409)",3.2462118322302e-20
"Barbed-End Actin Filament Capping (GO:0051016)",0.00157813762004535
"Base Conversion Or Substitution Editing (GO:0016553)",1.67765146630379e-05
"Base-Excision Repair (GO:0006284)",5.42916499136392e-05
"Base-Excision Repair, AP Site Formation (GO:0006285)",0.138360389807716
"Base-Excision Repair, Gap-Filling (GO:0006287)",0.216118772970546
"Bicarbonate Transport (GO:0015701)",0.0881882874797635
"Bicellular Tight Junction Assembly (GO:0070830)",0.00579615365383804
"Bile Acid And Bile Salt Transport (GO:0015721)",0.00258564486495388
"Bile Acid Biosynthetic Process (GO:0006699)",0.114281384361247
"Bile Acid Metabolic Process (GO:0008206)",0.0438658055738437
"Blood Circulation (GO:0008015)",2.04340651578262e-10
"Blood Vessel Diameter Maintenance (GO:0097746)",1.58424774989494e-06
"Blood Vessel Endothelial Cell Migration (GO:0043534)",0.0713526366320023
"Blood Vessel Morphogenesis (GO:0048514)",0.444477157148294
"Bone Development (GO:0060348)",0.0171547909445326
"Brain Development (GO:0007420)",8.05917126430781e-10
"Branched-Chain Amino Acid Catabolic Process (GO:0009083)",0.00179202688652246
"Branched-Chain Amino Acid Metabolic Process (GO:0009081)",0.00908861451588416
"Branching Morphogenesis Of An Epithelial Tube (GO:0048754)",4.05193293614548e-06
"cAMP-mediated Signaling (GO:0019933)",0.0144305483673453
"Calcium Ion Homeostasis (GO:0055074)",7.08457141002264e-15
"Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)",9.33335177116965e-10
"Calcium Ion Transmembrane Transport (GO:0070588)",0.000365540886682397
"Calcium Ion Transport (GO:0006816)",1.61066091504126e-13
"Calcium-Mediated Signaling (GO:0019722)",9.5817497136033e-13
"Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584)",0.000104990899941963
"Canonical Wnt Signaling Pathway (GO:0060070)",9.15768717498264e-06
"Carbohydrate Biosynthetic Process (GO:0016051)",0.00213055309486873
"Carbohydrate Catabolic Process (GO:0016052)",8.84112646617634e-07
"Carbohydrate Derivative Biosynthetic Process (GO:1901137)",0.0246978716866208
"Carbohydrate Derivative Catabolic Process (GO:1901136)",9.73679084539477e-05
"Carbohydrate Derivative Transport (GO:1901264)",0.0175430926941028
"Carboxylic Acid Biosynthetic Process (GO:0046394)",0.000640840478837651
"Carboxylic Acid Catabolic Process (GO:0046395)",0.00525580325615855
"Carboxylic Acid Metabolic Process (GO:0019752)",1.96969004718e-05
"Carboxylic Acid Transmembrane Transport (GO:1905039)",0.0236691887081856
"Carboxylic Acid Transport (GO:0046942)",2.07481999506879e-08
"Cardiac Atrium Morphogenesis (GO:0003209)",0.180192719907293
"Cardiac Cell Development (GO:0055006)",0.00655017840636912
"Cardiac Conduction (GO:0061337)",1.96068031209608e-05
"Cardiac Conduction System Development (GO:0003161)",0.00846404683557675
"Cardiac Epithelial To Mesenchymal Transition (GO:0060317)",0.000892953823218094
"Cardiac Muscle Cell Action Potential (GO:0086001)",8.8224407642456e-05
"Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)",0.163113365210404
"Cardiac Muscle Cell Development (GO:0055013)",0.0871590734228041
"Cardiac Muscle Cell Differentiation (GO:0055007)",0.185994820135665
"Cardiac Muscle Contraction (GO:0060048)",0.000482770924766486
"Cardiac Muscle Tissue Development (GO:0048738)",3.64125281264718e-08
"Cardiac Muscle Tissue Morphogenesis (GO:0055008)",2.33299802051416e-06
"Cardiac Ventricle Development (GO:0003231)",0.650690781045424
"Cardiac Ventricle Morphogenesis (GO:0003208)",6.74688992161847e-05
"Cartilage Development (GO:0051216)",0.00118328214463064
"Cell Chemotaxis (GO:0060326)",0.00170450078183259
"Cell Cycle G1/S Phase Transition (GO:0044843)",1.67726913553636e-10
"Cell Cycle G2/M Phase Transition (GO:0044839)",0.00139023081963762
"Cell Junction Assembly (GO:0034329)",0.143070559278783
"Cell Junction Organization (GO:0034330)",0.0679734868785509
"Cell Morphogenesis Involved In Differentiation (GO:0000904)",0.0145474998326959
"Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)",6.53483413706486e-10
"Cell Part Morphogenesis (GO:0032990)",3.99139414219574e-05
"Cell Projection Assembly (GO:0030031)",0.313787201698479
"Cell Projection Organization (GO:0030030)",0.0107194993204239
"Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114)",0.0680627847077012
"Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311)",0.000805286324727767
"Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)",6.19969901440919e-07
"Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)",2.33423776314126e-12
"Cell-Cell Junction Assembly (GO:0007043)",2.92185008393788e-06
"Cell-Cell Junction Organization (GO:0045216)",3.48128344276619e-05
"Cell-Cell Signaling By Wnt (GO:0198738)",0.0925398191433422
"Cell-Matrix Adhesion (GO:0007160)",9.44516111473349e-07
"Cell-Substrate Junction Assembly (GO:0007044)",0.00718667019760998
"Cellular Component Disassembly (GO:0022411)",4.50082528272642e-07
"Cellular Defense Response (GO:0006968)",1.07924657093972e-11
"Cellular Lipid Catabolic Process (GO:0044242)",5.16875695217983e-05
"Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)",1.9226313913522e-05
"Cellular Respiration (GO:0045333)",3.17630811773566e-12
"Cellular Response To BMP Stimulus (GO:0071773)",1.77625469483415e-08
"Cellular Response To UV (GO:0034644)",5.73197454338176e-07
"Cellular Response To Acid Chemical (GO:0071229)",0.000121639833045475
"Cellular Response To Alcohol (GO:0097306)",1.93997742824646e-05
"Cellular Response To Alkaloid (GO:0071312)",3.50318440453762e-05
"Cellular Response To Amino Acid Starvation (GO:0034198)",3.28259179496136e-07
"Cellular Response To Amino Acid Stimulus (GO:0071230)",0.00227486799615783
"Cellular Response To Amyloid-Beta (GO:1904646)",2.18114695574387e-06
"Cellular Response To Arsenic-Containing Substance (GO:0071243)",0.00284613508811856
"Cellular Response To cAMP (GO:0071320)",0.00261261088649271
"Cellular Response To Cadmium Ion (GO:0071276)",0.00330862289948988
"Cellular Response To Calcium Ion (GO:0071277)",1.07517543355539e-07
"Cellular Response To Catecholamine Stimulus (GO:0071870)",0.0550534033022
"Cellular Response To Chemical Stress (GO:0062197)",2.19455808800038e-21
"Cellular Response To Chemokine (GO:1990869)",2.45140526691678e-16
"Cellular Response To Corticosteroid Stimulus (GO:0071384)",0.00027148513054622
"Cellular Response To Decreased Oxygen Levels (GO:0036294)",8.11614175502821e-13
"Cellular Response To dsRNA (GO:0071359)",6.19969901440919e-07
"Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)",0.000633035135952263
"Cellular Response To Estrogen Stimulus (GO:0071391)",0.00207904726401421
"Cellular Response To Exogenous dsRNA (GO:0071360)",2.06670843606526e-05
"Cellular Response To Fatty Acid (GO:0071398)",0.00129246396219681
"Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)",4.01860142346691e-07
"Cellular Response To Fluid Shear Stress (GO:0071498)",0.00255060830157626
"Cellular Response To Gamma Radiation (GO:0071480)",0.203282605766254
"Cellular Response To Glucocorticoid Stimulus (GO:0071385)",0.000773656876827439
"Cellular Response To Glucose Starvation (GO:0042149)",4.44711632407752e-09
"Cellular Response To Glucose Stimulus (GO:0071333)",0.0420039057503696
"Cellular Response To Growth Factor Stimulus (GO:0071363)",4.88846692870173e-18
"Cellular Response To Heat (GO:0034605)",8.43843635967739e-08
"Cellular Response To Hexose Stimulus (GO:0071331)",0.0368563988599387
"Cellular Response To Hormone Stimulus (GO:0032870)",2.48821022251511e-12
"Cellular Response To Hydrogen Peroxide (GO:0070301)",5.58224970297477e-06
"Cellular Response To Hypoxia (GO:0071456)",1.15932379979628e-12
"Cellular Response To Increased Oxygen Levels (GO:0036295)",0.00232623016306146
"Cellular Response To Insulin Stimulus (GO:0032869)",1.60970716468849e-12
"Cellular Response To Interferon-Beta (GO:0035458)",4.25266440056039e-09
"Cellular Response To Interleukin-1 (GO:0071347)",3.95160217438436e-20
"Cellular Response To Interleukin-15 (GO:0071350)",0.00128274351095467
"Cellular Response To Interleukin-4 (GO:0071353)",0.00360642125106016
"Cellular Response To Interleukin-6 (GO:0071354)",0.00110417608671969
"Cellular Response To Ionizing Radiation (GO:0071479)",1.01027780108975e-09
"Cellular Response To Ketone (GO:1901655)",5.75918044646504e-05
"Cellular Response To Lectin (GO:1990858)",1.88408127161575e-05
"Cellular Response To Leucine Starvation (GO:1990253)",0.0105198932027368
"Cellular Response To Light Stimulus (GO:0071482)",2.10288743335286e-08
"Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)",6.31661481497656e-07
"Cellular Response To Mechanical Stimulus (GO:0071260)",8.41957513794671e-13
"Cellular Response To Metal Ion (GO:0071248)",1.06350653133047e-13
"Cellular Response To Misfolded Protein (GO:0071218)",0.0197856227447881
"Cellular Response To Molecule Of Bacterial Origin (GO:0071219)",1.08878398705407e-32
"Cellular Response To Nerve Growth Factor Stimulus (GO:1990090)",0.00276292119595253
"Cellular Response To Nitrogen Compound (GO:1901699)",0.000736805606772028
"Cellular Response To Nutrient Levels (GO:0031669)",6.5081367083883e-11
"Cellular Response To Organic Substance (GO:0071310)",2.38055644510837e-12
"Cellular Response To Organonitrogen Compound (GO:0071417)",2.03332590794502e-10
"Cellular Response To Osmotic Stress (GO:0071470)",7.06489072471809e-07
"Cellular Response To Oxidative Stress (GO:0034599)",4.06087471631822e-15
"Cellular Response To Peptide (GO:1901653)",9.41872325064585e-15
"Cellular Response To Peptide Hormone Stimulus (GO:0071375)",8.48890805785172e-12
"Cellular Response To Radiation (GO:0071478)",1.15290831019285e-09
"Cellular Response To Reactive Oxygen Species (GO:0034614)",1.56081903193381e-10
"Cellular Response To Retinoic Acid (GO:0071300)",2.62452157825077e-07
"Cellular Response To Salt (GO:1902075)",4.53553914884474e-06
"Cellular Response To Starvation (GO:0009267)",5.11229758982732e-19
"Cellular Response To Steroid Hormone Stimulus (GO:0071383)",2.60269442886313e-07
"Cellular Response To Thyroid Hormone Stimulus (GO:0097067)",0.00756071214120923
"Cellular Response To Topologically Incorrect Protein (GO:0035967)",2.14113228567173e-05
"Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)",0.000367462430757681
"Cellular Response To Tumor Necrosis Factor (GO:0071356)",3.44664757908021e-27
"Cellular Response To Type I Interferon (GO:0071357)",1.52364256678013e-10
"Cellular Response To Type II Interferon (GO:0071346)",2.30717853642827e-20
"Cellular Response To Unfolded Protein (GO:0034620)",6.89428445011929e-05
"Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)",0.0158670939088503
"Cellular Response To Virus (GO:0098586)",2.86839556078935e-16
"Cellular Response To Xenobiotic Stimulus (GO:0071466)",1.46439286906495e-06
"Central Nervous System Neuron Development (GO:0021954)",0.00220616071043367
"Central Nervous System Neuron Differentiation (GO:0021953)",0.341559355053992
"Centromere Complex Assembly (GO:0034508)",0.0141962957749915
"Ceramide Biosynthetic Process (GO:0046513)",5.73787794040712e-05
"Ceramide Metabolic Process (GO:0006672)",0.00013502766591884
"Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)",1.91007514857677e-06
"Chaperone-Mediated Protein Complex Assembly (GO:0051131)",2.52247949245871e-07
"Chemical Synaptic Transmission (GO:0007268)",2.20664434591915e-08
"Chemokine-Mediated Signaling Pathway (GO:0070098)",9.02221479609017e-16
"Chloride Transmembrane Transport (GO:1902476)",8.43071869200759e-06
"Chloride Transport (GO:0006821)",0.00532372711663036
"Cholesterol Biosynthetic Process (GO:0006695)",0.00284901292261076
"Cholesterol Efflux (GO:0033344)",0.000275473237044804
"Cholesterol Homeostasis (GO:0042632)",9.90190784529005e-05
"Cholesterol Metabolic Process (GO:0008203)",0.000262262196146382
"Cholesterol Transport (GO:0030301)",2.87956742171768e-05
"Chondrocyte Differentiation (GO:0002062)",0.0693789481559969
"Chondroitin Sulfate Metabolic Process (GO:0030204)",5.80871120254943e-05
"Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650)",6.78862444647592e-06
"Chordate Embryonic Development (GO:0043009)",0.0320415022339691
"Chromosome Condensation (GO:0030261)",0.0341244640097958
"Chromosome Organization (GO:0051276)",3.05471721249332e-08
"Cilium Movement (GO:0003341)",0.00082928734629453
"Circulatory System Development (GO:0072359)",1.84959687557818e-05
"Clathrin Coat Assembly (GO:0048268)",0.00173233623827875
"Clathrin-Dependent Endocytosis (GO:0072583)",0.000142868553169755
"Coenzyme A Biosynthetic Process (GO:0015937)",0.163934328447745
