"","x"
"Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)",4.48838700280638e-07
"G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)",1.78103303965098e-07
"G1/S Transition Of Mitotic Cell Cycle (GO:0000082)",2.58543204351167e-12
"G2/M Transition Of Mitotic Cell Cycle (GO:0000086)",2.47246791266554e-08
"GPI Anchor Biosynthetic Process (GO:0006506)",0.075910493550716
"GPI Anchor Metabolic Process (GO:0006505)",0.106667868148861
"GTP Metabolic Process (GO:0046039)",6.19969901440919e-07
"Golgi To Endosome Transport (GO:0006895)",9.20508792488353e-05
"Golgi To Plasma Membrane Protein Transport (GO:0043001)",1.31883130625985e-11
"Golgi To Plasma Membrane Transport (GO:0006893)",1.16830846286654e-17
"Golgi To Vacuole Transport (GO:0006896)",0.00309771091019309
"I-kappaB kinase/NF-kappaB Signaling (GO:0007249)",2.61242301040528e-11
"JNK Cascade (GO:0007254)",3.03392164028179e-05
"L-alpha-amino Acid Transmembrane Transport (GO:1902475)",1.39704230322753e-08
"L-amino Acid Transport (GO:0015807)",1.34393029187777e-05
"L-serine Metabolic Process (GO:0006563)",7.59852522946428e-06
"MAPK Cascade (GO:0000165)",2.24185732363791e-22
"MHC Class II Protein Complex Assembly (GO:0002399)",0.0197430515535166
"MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755)",0.000358295056703645
"N-glycan Processing (GO:0006491)",2.12647441638101e-06
"N-terminal Protein Amino Acid Acetylation (GO:0006474)",1.3420158102603e-05
"N-terminal Protein Amino Acid Modification (GO:0031365)",0.0144406863426675
"NAD Biosynthetic Process (GO:0009435)",3.82553537327575e-05
"NAD Metabolic Process (GO:0019674)",1.76984277483172e-07
"NADH Dehydrogenase Complex Assembly (GO:0010257)",4.10576515950084e-10
"NADP Metabolic Process (GO:0006739)",6.19969901440919e-07
"NIK/NF-kappaB Signaling (GO:0038061)",3.92030889680828e-09
"NLS-bearing Protein Import Into Nucleus (GO:0006607)",0.000813143105607626
"Notch Signaling Pathway (GO:0007219)",6.6399494586604e-05
"O-glycan Processing (GO:0016266)",1.67691641405347e-11
"P-body Assembly (GO:0033962)",0.00327922194912074
"RNA 3'-End Processing (GO:0031123)",1.91825327793912e-09
"RNA Biosynthetic Process (GO:0032774)",5.52315592758643e-10
"RNA Catabolic Process (GO:0006401)",1.16206440659194e-17
"RNA Destabilization (GO:0050779)",0.00320129520852208
"RNA Export From Nucleus (GO:0006405)",1.1860245313282e-08
"RNA Methylation (GO:0001510)",2.5118205819599e-11
"RNA Modification (GO:0009451)",5.03974417686741e-16
"RNA Phosphodiester Bond Hydrolysis (GO:0090501)",4.19975028227345e-09
"RNA Phosphodiester Bond Hydrolysis, Endonucleolytic (GO:0090502)",0.000665139697330635
"RNA Polyadenylation (GO:0043631)",2.48668806088846e-07
"RNA Polymerase II Preinitiation Complex Assembly (GO:0051123)",0.000501664576871439
"RNA Splicing (GO:0008380)",1.54005737895032e-18
"RNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0000394)",0.00012994884169858
"RNA Splicing, Via Transesterification Reactions (GO:0000375)",6.38808205479394e-06
"RNA Stabilization (GO:0043489)",4.20691555895465e-06
"RNA Transport (GO:0050658)",2.33945584089933e-08
"RNA-mediated Gene Silencing (GO:0031047)",2.23561199780443e-08
"RNA-templated DNA Biosynthetic Process (GO:0006278)",6.90659639482508e-08
"Rac Protein Signal Transduction (GO:0016601)",5.72334535787128e-05
"Rho Protein Signal Transduction (GO:0007266)",1.80984864575434e-08
"SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146)",1.93472024369874e-13
"SMAD Protein Signal Transduction (GO:0060395)",4.56660222274936e-07
"T Cell Activation (GO:0042110)",2.49417538641648e-26
"T Cell Activation Involved In Immune Response (GO:0002286)",2.62199042310626e-06
"T Cell Differentiation (GO:0030217)",3.82756681647456e-08
"T Cell Differentiation In Thymus (GO:0033077)",0.0137860843888307
"T Cell Homeostasis (GO:0043029)",5.66813932315338e-07
"T Cell Mediated Immunity (GO:0002456)",1.03083966307554e-05
"T Cell Migration (GO:0072678)",2.69541717771465e-07
"T Cell Proliferation (GO:0042098)",4.85475120811438e-06
"T Cell Receptor Signaling Pathway (GO:0050852)",5.6676378333194e-18
"T-helper Cell Differentiation (GO:0042093)",1.0103706092094e-06
"T-helper Cell Lineage Commitment (GO:0002295)",3.07634531511715e-05
"TOR Signaling (GO:0031929)",6.2849313581333e-06
"TORC1 Signaling (GO:0038202)",0.000495132278105432
"U2-type Prespliceosome Assembly (GO:1903241)",1.76454436322047e-05
"UV-damage Excision Repair (GO:0070914)",0.00527554133730731
"V(D)J Recombination (GO:0033151)",0.0511902859831332
"Wnt Signaling Pathway (GO:0016055)",5.05058950654616e-06
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",0.000131531818293228
"acetyl-CoA Biosynthetic Process (GO:0006085)",0.00437460719956303
"acetyl-CoA Metabolic Process (GO:0006084)",0.0823171405508348
"Actin Cytoskeleton Reorganization (GO:0031532)",1.84422027887669e-14
"Actin Filament Bundle Assembly (GO:0051017)",3.20147103293469e-08
"Actin Filament Bundle Organization (GO:0061572)",2.40779117708631e-08
"Actin Filament Capping (GO:0051693)",4.35091175793339e-07
"Actin Filament Depolymerization (GO:0030042)",8.8467779704584e-06
"Actin Filament Organization (GO:0007015)",2.27451218338416e-32
"Actin Filament Polymerization (GO:0030041)",9.42481796357071e-09
"Actin Filament-Based Transport (GO:0099515)",3.28871398688655e-06
"Actin Nucleation (GO:0045010)",1.8787821977537e-07
"Actin Polymerization Or Depolymerization (GO:0008154)",4.7895884562485e-15
"Action Potential (GO:0001508)",2.64757380228081e-05
"Activation Of GTPase Activity (GO:0090630)",2.10768465585387e-13
"Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)",0.00415498581227042
"Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)",1.1731942002347e-07
"Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)",3.25680745294066e-19
"Activation Of Phospholipase C Activity (GO:0007202)",0.000230156340280405
"Activation Of Protein Kinase B Activity (GO:0032148)",4.81018533252927e-07
"Activation Of Protein Kinase Activity (GO:0032147)",1.72100076485505e-19
"Actomyosin Structure Organization (GO:0031032)",5.36463736294125e-12
"Acute Inflammatory Response (GO:0002526)",2.75932587637557e-06
"acyl-CoA Biosynthetic Process (GO:0071616)",0.0363634733898552
"acyl-CoA Metabolic Process (GO:0006637)",1.44241853576629e-06
"Acylglycerol Biosynthetic Process (GO:0046463)",3.30933783199716e-05
"Acylglycerol Catabolic Process (GO:0046464)",1.77010466651428e-05
"Acylglycerol Homeostasis (GO:0055090)",0.227190946376382
"Acylglycerol Metabolic Process (GO:0006639)",9.33806406570993e-06
"Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)",1.77422912432163e-07
"Adenine Nucleotide Transport (GO:0051503)",6.30227296921791e-06
"Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)",4.43365231077124e-13
"Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)",0.000183047654641638
"Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)",1.31792735611136e-22
"Adherens Junction Organization (GO:0034332)",0.00582681014144523
"Adipose Tissue Development (GO:0060612)",7.59852522946428e-06
"Aerobic Electron Transport Chain (GO:0019646)",4.20397927604735e-16
"Aerobic Respiration (GO:0009060)",7.41403916371866e-15
"Alpha-Amino Acid Catabolic Process (GO:1901606)",3.56380911138023e-10
"Alpha-Amino Acid Metabolic Process (GO:1901605)",0.00137580393069632
"Alpha-Beta T Cell Activation (GO:0046631)",3.29166533185509e-06
"Alternative mRNA Splicing, Via Spliceosome (GO:0000380)",0.00049965077390922
"Ameboidal-Type Cell Migration (GO:0001667)",6.48887277388223e-05
"Amide Biosynthetic Process (GO:0043604)",1.99054128045768e-11
"Amide Transport (GO:0042886)",1.81346276055055e-08
"Amino Acid Catabolic Process (GO:0009063)",1.49943973630487e-12
"Amino Acid Import Across Plasma Membrane (GO:0089718)",4.0325614192389e-05
"Amino Acid Transmembrane Transport (GO:0003333)",1.14217004416699e-07
"Amino Acid Transport (GO:0006865)",6.11143352049854e-09
"Aminoglycan Biosynthetic Process (GO:0006023)",3.50362768528605e-07
"Amyloid Fibril Formation (GO:1990000)",8.25185957678817e-08
"Amyloid Precursor Protein Catabolic Process (GO:0042987)",4.53765772019321e-05
"Amyloid Precursor Protein Metabolic Process (GO:0042982)",1.39079850252673e-05
"Amyloid-Beta Metabolic Process (GO:0050435)",1.89979962033465e-05
"Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)",7.8418060538138e-07
"Androgen Receptor Signaling Pathway (GO:0030521)",5.99736422232736e-05
"Anterior/Posterior Pattern Specification (GO:0009952)",3.00435368245506e-11
"Anterograde Axonal Transport (GO:0008089)",2.85091417532547e-11
"Anterograde Synaptic Vesicle Transport (GO:0048490)",2.93776592654023e-06
"Anterograde Trans-Synaptic Signaling (GO:0098916)",5.0146522988823e-16
"Antibacterial Humoral Response (GO:0019731)",6.19969901440919e-07
"Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)",1.03294766498724e-07
"Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)",9.74634348151069e-10
"Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)",1.24114938170368e-07
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)",7.90213139409021e-07
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)",1.24114938170368e-07
"Antigen Receptor-Mediated Signaling Pathway (GO:0050851)",1.34574162745265e-29
"Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)",2.60297266694816e-12
"Antimicrobial Humoral Response (GO:0019730)",7.11216504131225e-15
"Antiviral Innate Immune Response (GO:0140374)",2.74977779840526e-14
"Aorta Morphogenesis (GO:0035909)",0.185605260783266
"Aortic Valve Development (GO:0003176)",1.98097988279324e-05
"Aortic Valve Morphogenesis (GO:0003180)",1.02354329218641e-05
"Apical Junction Assembly (GO:0043297)",9.16735077194074e-11
"Apoptotic Cell Clearance (GO:0043277)",1.85962550298585e-09
"Apoptotic Mitochondrial Changes (GO:0008637)",1.34466434670038e-11
"Apoptotic Nuclear Changes (GO:0030262)",0.00187200502109297
"Arachidonic Acid Metabolic Process (GO:0019369)",3.83224511017131e-10
"Artery Development (GO:0060840)",0.000797775832173218
"Artery Morphogenesis (GO:0048844)",0.0170180003781672
"Astrocyte Activation (GO:0048143)",0.000209572739928109
"Astrocyte Development (GO:0014002)",1.03135344370961e-05
"Atrioventricular Valve Morphogenesis (GO:0003181)",7.67319679091327e-06
"Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315)",0.0857518479836673
"Autophagosome Assembly (GO:0000045)",3.4007161390627e-13
"Autophagosome Maturation (GO:0097352)",8.2886773229417e-13
"Autophagosome Organization (GO:1905037)",3.12782572578733e-13
"Autophagy Of Mitochondrion (GO:0000422)",4.9038053329974e-12
"Autophagy Of Nucleus (GO:0044804)",9.73301319306172e-09
"Axon Development (GO:0061564)",1.05401197915158e-12
"Axon Extension (GO:0048675)",3.83777753448426e-06
"Axon Guidance (GO:0007411)",1.37073672853126e-17
"Axonal Transport (GO:0098930)",2.85776325216061e-08
"Axonal Transport Of Mitochondrion (GO:0019896)",0.0076057961101247
"Axonemal Dynein Complex Assembly (GO:0070286)",3.2508707789954e-05
"Axoneme Assembly (GO:0035082)",3.11969163253214e-06
"Axonogenesis (GO:0007409)",2.3111742675088e-23
"Barbed-End Actin Filament Capping (GO:0051016)",4.35091175793339e-07
"Base Conversion Or Substitution Editing (GO:0016553)",0.000154593276801976
"Base-Excision Repair (GO:0006284)",0.0521555093722622
"Base-Excision Repair, AP Site Formation (GO:0006285)",0.342337959399419
"Base-Excision Repair, Gap-Filling (GO:0006287)",0.599310850648996
"Bicarbonate Transport (GO:0015701)",2.32076994932936e-05
"Bicellular Tight Junction Assembly (GO:0070830)",0.000718344815007498
"Bile Acid And Bile Salt Transport (GO:0015721)",0.00638140344910948
"Bile Acid Biosynthetic Process (GO:0006699)",1.24563850983272e-07
"Bile Acid Metabolic Process (GO:0008206)",5.63303027733297e-09
"Blood Circulation (GO:0008015)",1.56170035026543e-10
"Blood Vessel Diameter Maintenance (GO:0097746)",2.17005598787628e-07
"Blood Vessel Endothelial Cell Migration (GO:0043534)",6.73253781661939e-05
"Blood Vessel Morphogenesis (GO:0048514)",0.00192605672909281
"Bone Development (GO:0060348)",3.83866124334364e-07
"Brain Development (GO:0007420)",1.94531444446376e-25
"Branched-Chain Amino Acid Catabolic Process (GO:0009083)",9.8354259862013e-05
"Branched-Chain Amino Acid Metabolic Process (GO:0009081)",0.00178625607525826
"Branching Morphogenesis Of An Epithelial Tube (GO:0048754)",3.18343619075035e-06
"cAMP-mediated Signaling (GO:0019933)",2.69541717771465e-07
"Calcium Ion Homeostasis (GO:0055074)",2.84701008070055e-19
"Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)",2.51653475909706e-12
"Calcium Ion Transmembrane Transport (GO:0070588)",3.4035038872429e-15
"Calcium Ion Transport (GO:0006816)",2.20775771441527e-21
"Calcium-Mediated Signaling (GO:0019722)",1.44832287690948e-20
"Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584)",2.69541717771465e-07
"Canonical Wnt Signaling Pathway (GO:0060070)",2.94913144748733e-09
"Carbohydrate Biosynthetic Process (GO:0016051)",3.20255270615549e-07
"Carbohydrate Catabolic Process (GO:0016052)",1.02309784187468e-08
"Carbohydrate Derivative Biosynthetic Process (GO:1901137)",3.66376450208248e-09
"Carbohydrate Derivative Catabolic Process (GO:1901136)",3.53349494001082e-06
"Carbohydrate Derivative Transport (GO:1901264)",4.89533278410708e-05
"Carboxylic Acid Biosynthetic Process (GO:0046394)",3.29166533185509e-06
"Carboxylic Acid Catabolic Process (GO:0046395)",6.19969901440919e-07
"Carboxylic Acid Metabolic Process (GO:0019752)",2.0412126749033e-08
"Carboxylic Acid Transmembrane Transport (GO:1905039)",0.00122276597534854
"Carboxylic Acid Transport (GO:0046942)",5.36254778989937e-06
"Cardiac Atrium Morphogenesis (GO:0003209)",7.59852522946428e-06
"Cardiac Cell Development (GO:0055006)",0.00115809435934144
"Cardiac Conduction (GO:0061337)",9.55864294859819e-08
"Cardiac Conduction System Development (GO:0003161)",0.00292200670334237
"Cardiac Epithelial To Mesenchymal Transition (GO:0060317)",0.0245816095409628
"Cardiac Muscle Cell Action Potential (GO:0086001)",1.79980031193448e-05
"Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)",5.61850607849792e-05
"Cardiac Muscle Cell Development (GO:0055013)",0.216175859656283
"Cardiac Muscle Cell Differentiation (GO:0055007)",0.0261516641898021
"Cardiac Muscle Contraction (GO:0060048)",3.59153705575689e-06
"Cardiac Muscle Tissue Development (GO:0048738)",1.20389409908938e-08
"Cardiac Muscle Tissue Morphogenesis (GO:0055008)",3.27982967316311e-05
"Cardiac Ventricle Development (GO:0003231)",0.0491563804243599
"Cardiac Ventricle Morphogenesis (GO:0003208)",0.000469915961412772
"Cartilage Development (GO:0051216)",5.75297152751553e-05
"Cell Chemotaxis (GO:0060326)",2.41430839148689e-07
"Cell Cycle G1/S Phase Transition (GO:0044843)",8.52192919943969e-10
"Cell Cycle G2/M Phase Transition (GO:0044839)",1.47476340546358e-09
"Cell Junction Assembly (GO:0034329)",2.55680070585775e-07
"Cell Junction Organization (GO:0034330)",6.94712655794199e-10
"Cell Morphogenesis Involved In Differentiation (GO:0000904)",1.2789671745661e-05
"Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)",5.73476929263243e-12
"Cell Part Morphogenesis (GO:0032990)",3.14802859014119e-05
"Cell Projection Assembly (GO:0030031)",9.8147870447677e-06
"Cell Projection Organization (GO:0030030)",5.12024578384863e-07
"Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114)",0.000609991608168097
"Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311)",0.000815143325469366
"Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)",1.19994738797657e-06
"Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)",3.08183876275987e-18
"Cell-Cell Junction Assembly (GO:0007043)",9.6940029033037e-13
"Cell-Cell Junction Organization (GO:0045216)",2.76969845973328e-10
"Cell-Cell Signaling By Wnt (GO:0198738)",9.91106060408757e-05
"Cell-Matrix Adhesion (GO:0007160)",2.1392623885541e-11
"Cell-Substrate Junction Assembly (GO:0007044)",4.04525859488784e-05
"Cellular Component Disassembly (GO:0022411)",8.27543417183562e-09
"Cellular Defense Response (GO:0006968)",5.63915658276505e-14
"Cellular Lipid Catabolic Process (GO:0044242)",7.06691126078999e-07
"Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)",2.03766287183058e-08
"Cellular Respiration (GO:0045333)",2.37375940328743e-21
"Cellular Response To BMP Stimulus (GO:0071773)",5.42176907979645e-10
"Cellular Response To UV (GO:0034644)",2.15410653842832e-14
"Cellular Response To Acid Chemical (GO:0071229)",1.10952154258957e-06
"Cellular Response To Alcohol (GO:0097306)",1.18444114775998e-07
"Cellular Response To Alkaloid (GO:0071312)",0.00013883872984595
"Cellular Response To Amino Acid Starvation (GO:0034198)",1.19591698073629e-10
"Cellular Response To Amino Acid Stimulus (GO:0071230)",5.11030894046863e-08
"Cellular Response To Amyloid-Beta (GO:1904646)",1.25363812141636e-09
"Cellular Response To Arsenic-Containing Substance (GO:0071243)",1.44756770745947e-06
"Cellular Response To cAMP (GO:0071320)",4.724090816315e-08
"Cellular Response To Cadmium Ion (GO:0071276)",8.20690488925082e-06
"Cellular Response To Calcium Ion (GO:0071277)",8.57837603829462e-13
"Cellular Response To Catecholamine Stimulus (GO:0071870)",5.79322266105927e-06
"Cellular Response To Chemical Stress (GO:0062197)",1.40909223063658e-20
"Cellular Response To Chemokine (GO:1990869)",6.71083004836656e-18
"Cellular Response To Corticosteroid Stimulus (GO:0071384)",2.82983548292595e-05
"Cellular Response To Decreased Oxygen Levels (GO:0036294)",3.56365894798152e-09
"Cellular Response To dsRNA (GO:0071359)",6.19969901440919e-07
"Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)",0.00237419406262112
"Cellular Response To Estrogen Stimulus (GO:0071391)",0.000301935904935447
"Cellular Response To Exogenous dsRNA (GO:0071360)",7.59852522946428e-06
"Cellular Response To Fatty Acid (GO:0071398)",1.62650636644567e-05
"Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)",3.17050460327951e-08
"Cellular Response To Fluid Shear Stress (GO:0071498)",3.36918757850474e-05
"Cellular Response To Gamma Radiation (GO:0071480)",4.64401601034132e-06
"Cellular Response To Glucocorticoid Stimulus (GO:0071385)",1.67872929411345e-05
"Cellular Response To Glucose Starvation (GO:0042149)",3.73793367811107e-15
"Cellular Response To Glucose Stimulus (GO:0071333)",0.000884662010174145
"Cellular Response To Growth Factor Stimulus (GO:0071363)",5.43845324974627e-30
"Cellular Response To Heat (GO:0034605)",4.30112958838341e-10
"Cellular Response To Hexose Stimulus (GO:0071331)",0.000490721386363181
"Cellular Response To Hormone Stimulus (GO:0032870)",3.73221631680083e-17
"Cellular Response To Hydrogen Peroxide (GO:0070301)",9.04902376517118e-11
"Cellular Response To Hypoxia (GO:0071456)",1.66926777030392e-09
"Cellular Response To Increased Oxygen Levels (GO:0036295)",3.81672834253763e-05
"Cellular Response To Insulin Stimulus (GO:0032869)",2.96871287266195e-19
"Cellular Response To Interferon-Beta (GO:0035458)",4.25266440056039e-09
"Cellular Response To Interleukin-1 (GO:0071347)",2.33280957633675e-21
"Cellular Response To Interleukin-15 (GO:0071350)",1.14489280391728e-05
"Cellular Response To Interleukin-4 (GO:0071353)",0.00160579881874063
"Cellular Response To Interleukin-6 (GO:0071354)",6.23945237803496e-07
"Cellular Response To Ionizing Radiation (GO:0071479)",8.61179751833686e-17
"Cellular Response To Ketone (GO:1901655)",5.25906370501205e-08
"Cellular Response To Lectin (GO:1990858)",9.73301319306172e-09
"Cellular Response To Leucine Starvation (GO:1990253)",0.0497395427076863
"Cellular Response To Light Stimulus (GO:0071482)",8.15020142411909e-07
"Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)",4.26974209565518e-08
"Cellular Response To Mechanical Stimulus (GO:0071260)",4.67292258291212e-16
"Cellular Response To Metal Ion (GO:0071248)",1.92017940945127e-18
"Cellular Response To Misfolded Protein (GO:0071218)",5.08700151412121e-06
"Cellular Response To Molecule Of Bacterial Origin (GO:0071219)",1.15056860605319e-34
"Cellular Response To Nerve Growth Factor Stimulus (GO:1990090)",2.66331801429712e-05
"Cellular Response To Nitrogen Compound (GO:1901699)",0.106254909887664
"Cellular Response To Nutrient Levels (GO:0031669)",2.22664308768612e-13
"Cellular Response To Organic Substance (GO:0071310)",1.36459613221789e-14
"Cellular Response To Organonitrogen Compound (GO:0071417)",2.36383795206949e-22
"Cellular Response To Osmotic Stress (GO:0071470)",1.33798171506298e-05
"Cellular Response To Oxidative Stress (GO:0034599)",2.33652948237122e-25
"Cellular Response To Peptide (GO:1901653)",1.59429513242633e-12
"Cellular Response To Peptide Hormone Stimulus (GO:0071375)",2.0215084549895e-18
"Cellular Response To Radiation (GO:0071478)",7.52708900838064e-13
"Cellular Response To Reactive Oxygen Species (GO:0034614)",1.32167740047922e-15
"Cellular Response To Retinoic Acid (GO:0071300)",1.15165929707305e-05
"Cellular Response To Salt (GO:1902075)",2.23641409188489e-20
"Cellular Response To Starvation (GO:0009267)",1.00794374333364e-29
"Cellular Response To Steroid Hormone Stimulus (GO:0071383)",5.12991846825462e-08
"Cellular Response To Thyroid Hormone Stimulus (GO:0097067)",1.62853627573494e-05
"Cellular Response To Topologically Incorrect Protein (GO:0035967)",9.73301319306172e-09
"Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)",2.02856054977418e-21
"Cellular Response To Tumor Necrosis Factor (GO:0071356)",2.04961602239612e-32
"Cellular Response To Type I Interferon (GO:0071357)",3.00435368245506e-11
"Cellular Response To Type II Interferon (GO:0071346)",1.08967724456379e-19
"Cellular Response To Unfolded Protein (GO:0034620)",5.62316102056756e-06
"Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)",3.79117499550683e-09
"Cellular Response To Virus (GO:0098586)",6.53737083546661e-17
"Cellular Response To Xenobiotic Stimulus (GO:0071466)",2.14769408870419e-07
"Central Nervous System Neuron Development (GO:0021954)",7.59852522946428e-06
"Central Nervous System Neuron Differentiation (GO:0021953)",0.0279052392265843
"Centromere Complex Assembly (GO:0034508)",0.000430630071722618
"Ceramide Biosynthetic Process (GO:0046513)",1.06161130109283e-10
"Ceramide Metabolic Process (GO:0006672)",8.66062270465111e-08
"Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)",3.07380083808594e-08
"Chaperone-Mediated Protein Complex Assembly (GO:0051131)",6.10447454745062e-08
"Chemical Synaptic Transmission (GO:0007268)",7.20478878753102e-21
"Chemokine-Mediated Signaling Pathway (GO:0070098)",5.99377241209767e-17
"Chloride Transmembrane Transport (GO:1902476)",4.68456938616136e-06
"Chloride Transport (GO:0006821)",5.52264890075827e-07
"Cholesterol Biosynthetic Process (GO:0006695)",2.8688351781078e-06
"Cholesterol Efflux (GO:0033344)",0.00199714368756958
"Cholesterol Homeostasis (GO:0042632)",5.48382603697684e-13
"Cholesterol Metabolic Process (GO:0008203)",2.34393156288158e-12
"Cholesterol Transport (GO:0030301)",1.15706935887373e-09
"Chondrocyte Differentiation (GO:0002062)",0.000171813586784407
"Chondroitin Sulfate Metabolic Process (GO:0030204)",1.52106225561251e-05
"Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650)",6.96396320343153e-06
"Chordate Embryonic Development (GO:0043009)",1.05535037481434e-05
