"Pathway","R2mean","R2median","R2sd","V1VE"
"T Cell Activation (GO:0042110)",0.997742743226817,0.997654816360736,0.000356225293177681,0.998731699935597
"T Cell Activation Involved In Immune Response (GO:0002286)",0.997713566929981,0.997720050370934,0.00104578071117198,0.998394862219889
"T Cell Differentiation (GO:0030217)",0.99836020754002,0.998367505927342,0.00031061739167664,0.99907399617699
"T Cell Differentiation In Thymus (GO:0033077)",0.998736172174819,0.998816816754015,0.000956680341554171,0.999307417627396
"T Cell Homeostasis (GO:0043029)",0.965754589857418,0.963921361353497,0.0182969609711976,0.987825043559619
"T Cell Mediated Immunity (GO:0002456)",0.998951180300051,0.998976160560758,0.000413993533783017,0.999228210419722
"T Cell Migration (GO:0072678)",0.99613629024772,0.996590766293961,0.0014646860065125,0.997666402318735
"T Cell Proliferation (GO:0042098)",0.994875675527134,0.994973858872768,0.00246898901737526,0.996896693726666
"T Cell Receptor Signaling Pathway (GO:0050852)",0.996931304319816,0.996952865893303,0.000578527225159219,0.99819145905033
"T-helper Cell Differentiation (GO:0042093)",0.997754172833246,0.997606613307688,0.000790481728279837,0.998997467966514
"T-helper Cell Lineage Commitment (GO:0002295)",0.994828510055298,0.995818823232086,0.00402834937334928,0.99706884031164
"TOR Signaling (GO:0031929)",0.99866808969057,0.998834269099185,0.000670038908719838,0.999129030048994
"TORC1 Signaling (GO:0038202)",0.996495117035152,0.996755100231381,0.00189208690358962,0.998495186653932
"U2-type Prespliceosome Assembly (GO:1903241)",0.985191726276036,0.98463539041467,0.00589318423394769,0.996850752726486
"UV-damage Excision Repair (GO:0070914)",0.913625510808105,0.909421585901004,0.0427456021404318,0.970436039296035
"V(D)J Recombination (GO:0033151)",0.998636764767443,0.998732526686405,0.000867329263298466,0.99913964055645
"Wnt Signaling Pathway (GO:0016055)",0.98202019288447,0.983915653390764,0.00748837264000152,0.989173346183889
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",0.996667478981266,0.996848917067863,0.00198890709805822,0.997831008987781
"acetyl-CoA Biosynthetic Process (GO:0006085)",0.984705333264997,0.988314111195959,0.00816671915543296,0.99338345211397
"acetyl-CoA Metabolic Process (GO:0006084)",0.989459906325659,0.990258976874065,0.00374069479655734,0.994130467011371
"Actin Cytoskeleton Reorganization (GO:0031532)",0.997211807645729,0.99720991267071,0.0012808858338935,0.998117151752311
"Actin Filament Bundle Assembly (GO:0051017)",0.997588294104483,0.997588604843919,0.00112061292765952,0.998390972017195
"Actin Filament Bundle Organization (GO:0061572)",0.997798541270424,0.997852575822182,0.00119940908724098,0.998475531564189
"Actin Filament Capping (GO:0051693)",0.988710728874092,0.988805111542173,0.00483643759258775,0.993993789513986
"Actin Filament Depolymerization (GO:0030042)",0.991062902092474,0.9936396179833,0.00819089029034891,0.995502416701186
"Actin Filament Organization (GO:0007015)",0.993973423757797,0.994234411215722,0.00144765837153344,0.996505640573168
"Actin Filament Polymerization (GO:0030041)",0.987987335088606,0.989947102344448,0.0073477230815927,0.992338832337662
"Actin Filament-Based Transport (GO:0099515)",0.989964536144786,0.988650631363087,0.00463136385381181,0.993820515997846
"Actin Nucleation (GO:0045010)",0.998009353347202,0.998076224571014,0.00149749199898171,0.999183486258823
"Actin Polymerization Or Depolymerization (GO:0008154)",0.995080349083873,0.99459259768001,0.00204077500318611,0.996953412354389
"Action Potential (GO:0001508)",0.996727402002274,0.998272820403541,0.00339039061669276,0.997597160366746
"Activation Of GTPase Activity (GO:0090630)",0.994832266690152,0.994789393289796,0.00141825815524264,0.996355790981376
"Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)",0.979682873320666,0.984171214501727,0.0125819246066109,0.987962161525101
"Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)",0.986458996644102,0.988383561837992,0.00696966793758607,0.994410773858562
"Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)",0.994953302390895,0.99494313120029,0.000912233343386019,0.997271503900016
"Activation Of Phospholipase C Activity (GO:0007202)",0.997288063069238,0.99807558341705,0.00193456121652788,0.99805614971193
"Activation Of Protein Kinase B Activity (GO:0032148)",0.997635012340608,0.998172979109173,0.00146130974382896,0.998612397680279
"Activation Of Protein Kinase Activity (GO:0032147)",0.994254177057208,0.994947209874091,0.00296865750391951,0.996091031156563
"Actomyosin Structure Organization (GO:0031032)",0.988878267749325,0.988495477634702,0.00487570294797813,0.99322854417122
"Acute Inflammatory Response (GO:0002526)",0.994064614714116,0.995151808455583,0.00304985855497766,0.996267371863838
"acyl-CoA Biosynthetic Process (GO:0071616)",0.985994410333733,0.989286642359611,0.00891037480453881,0.993707021839473
"acyl-CoA Metabolic Process (GO:0006637)",0.912510720398625,0.936508509179433,0.0619612922119745,0.965374200355867
"Acylglycerol Biosynthetic Process (GO:0046463)",0.942207697158288,0.949329623204786,0.0288069064659238,0.969781061364464
"Acylglycerol Catabolic Process (GO:0046464)",0.989137861094617,0.993076920575066,0.00770920389254435,0.992583203611902
"Acylglycerol Homeostasis (GO:0055090)",0.995439433857385,0.995898593546963,0.00425643692123583,0.997161132817441
"Acylglycerol Metabolic Process (GO:0006639)",0.980646801577067,0.98003681627238,0.00708714345842246,0.988389367516982
"Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)",0.98670843668343,0.988809099385182,0.00560811208799311,0.99367667943278
"Adenine Nucleotide Transport (GO:0051503)",0.996722473141143,0.996696814014393,0.00146213642367025,0.99766949387134
"Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)",0.995411936884801,0.995403226243487,0.00219040548125374,0.996792004305983
"Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)",0.997314485239531,0.99752492672184,0.00100632205568575,0.998252721117818
"Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)",0.996259888625365,0.996694286810188,0.00147279328459312,0.997448326362975
"Adherens Junction Organization (GO:0034332)",0.973890595336413,0.976255847666056,0.0113453727951674,0.986398121148965
"Adipose Tissue Development (GO:0060612)",0.99420097518083,0.995546233733092,0.00472996582419583,0.996377556076982
"Aerobic Electron Transport Chain (GO:0019646)",0.992006180362354,0.991815118427007,0.00158044273558409,0.998560575208481
"Aerobic Respiration (GO:0009060)",0.991093700178355,0.991891526566458,0.00239301561043243,0.998045770681863
"Alpha-Amino Acid Catabolic Process (GO:1901606)",0.957748473705093,0.966326730753398,0.0225556404479862,0.979400657087303
"Alpha-Amino Acid Metabolic Process (GO:1901605)",0.860808484525737,0.847384234702656,0.0576583701103144,0.941018373777931
"Alpha-Beta T Cell Activation (GO:0046631)",0.999084450638842,0.999099612993736,0.000514704208363988,0.999536367425427
"Alternative mRNA Splicing, Via Spliceosome (GO:0000380)",0.985913483992208,0.988671812260797,0.00601339776000819,0.996879708431301
"Ameboidal-Type Cell Migration (GO:0001667)",0.979216475140475,0.977945305261051,0.0153830277450616,0.989161508239399
"Amide Biosynthetic Process (GO:0043604)",0.986538392074583,0.98798074314791,0.00689626693778831,0.991777749356902
"Amide Transport (GO:0042886)",0.993926790891026,0.993812889057991,0.0034812566485501,0.995813674080754
"Amino Acid Catabolic Process (GO:0009063)",0.966343745123631,0.97030632465168,0.0135660201392338,0.982636826560334
"Amino Acid Import Across Plasma Membrane (GO:0089718)",0.997844065010445,0.998131073363088,0.00078779051366721,0.998274433883319
"Amino Acid Transmembrane Transport (GO:0003333)",0.978778925826506,0.98026096135305,0.00741661871449109,0.988045021756226
"Amino Acid Transport (GO:0006865)",0.994266064278621,0.994231141605078,0.00211437803299605,0.996085949789201
"Aminoglycan Biosynthetic Process (GO:0006023)",0.958484358095941,0.965913704502192,0.0189416357134165,0.980440428230831
"Amyloid Fibril Formation (GO:1990000)",0.999549964944107,0.999584518301153,0.000232010628603748,0.999685533676567
"Amyloid Precursor Protein Catabolic Process (GO:0042987)",0.984756149007489,0.986099734010019,0.00924657228262689,0.992764764356433
"Amyloid Precursor Protein Metabolic Process (GO:0042982)",0.986116612531311,0.987560889524836,0.00770389423542543,0.993167298193498
"Amyloid-Beta Metabolic Process (GO:0050435)",0.985257090050989,0.987307576591052,0.00679468677360923,0.992448701558863
"Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)",0.991990210893752,0.993616861950786,0.00386294069865019,0.995711787221507
"Androgen Receptor Signaling Pathway (GO:0030521)",0.994236002667201,0.995545381563204,0.00294776322629406,0.996828637089676
"Anterior/Posterior Pattern Specification (GO:0009952)",0.994313644081666,0.995100183960118,0.00367567250061483,0.995996208260255
"Anterograde Axonal Transport (GO:0008089)",0.992670085180596,0.992800696804967,0.00230291864075677,0.995903715773426
"Anterograde Synaptic Vesicle Transport (GO:0048490)",0.985232242576929,0.986359674016935,0.00529025816474055,0.994634737768268
"Anterograde Trans-Synaptic Signaling (GO:0098916)",0.992100626844568,0.991475439056565,0.00183865330320707,0.994697089138371
"Antibacterial Humoral Response (GO:0019731)",0.999810627257982,0.999839535188338,0.000101123266467382,0.999880584399749
"Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)",0.999416403896338,0.999475040491204,0.000252952926361923,0.999678874174407
"Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)",0.997962691447283,0.998127427834877,0.000928489077903972,0.998625438364062
"Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)",0.96884583628654,0.974266834738548,0.0178790145586503,0.984233883043521
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)",0.999572705502599,0.999610050475938,0.000138518645372113,0.999709056590985
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)",0.96884583628654,0.974266834738548,0.0178790145586503,0.984233883043521
"Antigen Receptor-Mediated Signaling Pathway (GO:0050851)",0.996632510381323,0.996891921634644,0.000688912028457279,0.997919157159478
"Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)",0.999557849401068,0.99956716129147,0.000177962759817238,0.999694509583474
"Antimicrobial Humoral Response (GO:0019730)",0.999615213259689,0.999621512015956,0.000117678301494337,0.999738992357601
"Antiviral Innate Immune Response (GO:0140374)",0.961053233267177,0.969698648798756,0.0234462910294365,0.983090740493716
"Aorta Morphogenesis (GO:0035909)",0.992111369661062,0.993635338036811,0.00706280004535169,0.994896001616543
"Aortic Valve Development (GO:0003176)",0.986876824928525,0.98605111938874,0.00373369908911416,0.99303826305182
"Aortic Valve Morphogenesis (GO:0003180)",0.994949824794997,0.995146447134751,0.00218594872783104,0.996856676931341
"Apical Junction Assembly (GO:0043297)",0.992237552812529,0.992600515268281,0.00341641688746686,0.99527613306142
"Apoptotic Cell Clearance (GO:0043277)",0.999484360326683,0.999565254744966,0.000288225010840253,0.9996322938416
"Apoptotic Mitochondrial Changes (GO:0008637)",0.984480500192417,0.986600990781402,0.00670160348284217,0.993803848427579
"Apoptotic Nuclear Changes (GO:0030262)",0.976641689430646,0.975316941267194,0.0111935859794312,0.990947026703373
"Arachidonic Acid Metabolic Process (GO:0019369)",0.996950678821697,0.99701113187177,0.00139916937940315,0.9979932758194
"Artery Development (GO:0060840)",0.97881910818067,0.98066738452637,0.0130615431775596,0.986487374886398
"Artery Morphogenesis (GO:0048844)",0.933450972830436,0.95213283361841,0.0577829863324835,0.958540205687908
"Astrocyte Activation (GO:0048143)",0.988841112649751,0.991863945123075,0.0106759166622433,0.992921108615078
"Astrocyte Development (GO:0014002)",0.987988624513375,0.991588208696833,0.0081398599887641,0.99274947404636
"Atrioventricular Valve Morphogenesis (GO:0003181)",0.938484445343853,0.946402735101806,0.038416917143071,0.965717693853274
"Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315)",0.984118879396306,0.985028510990295,0.00642733494605904,0.992072787788089
"Autophagosome Assembly (GO:0000045)",0.98721873716996,0.986867153367936,0.00198375350490485,0.994189309719282
"Autophagosome Maturation (GO:0097352)",0.989566622272808,0.990364627469715,0.00553464604480208,0.995423940174246
"Autophagosome Organization (GO:1905037)",0.98824947365991,0.987896243966707,0.00199906053351619,0.994531995440549
"Autophagy Of Mitochondrion (GO:0000422)",0.987892243471537,0.987942343325724,0.00195905989741709,0.994912454265135
"Autophagy Of Nucleus (GO:0044804)",0.988894549564915,0.989349025171009,0.00346590691409438,0.994243368143852
"Axon Development (GO:0061564)",0.995940688386666,0.996327370928886,0.00125709436156865,0.997158576087755
"Axon Extension (GO:0048675)",0.997357598726897,0.998266245577458,0.00178679418047301,0.998502595500483
"Axon Guidance (GO:0007411)",0.992178275464083,0.992610103213152,0.0027253344167444,0.994631815803265
"Axonal Transport (GO:0098930)",0.991374432291574,0.991082855768451,0.00218249926886023,0.995602326624137
"Axonal Transport Of Mitochondrion (GO:0019896)",0.977846368469457,0.985427904703998,0.0159085579532839,0.989426579237525
"Axonemal Dynein Complex Assembly (GO:0070286)",0.968647783451958,0.980098835168626,0.0288475743710753,0.98174906615072
"Axoneme Assembly (GO:0035082)",0.971321425000266,0.977499391657725,0.0171325613299992,0.97933134976588
"Axonogenesis (GO:0007409)",0.995565005472638,0.995710978937734,0.00124285446800142,0.996978446316258
"Barbed-End Actin Filament Capping (GO:0051016)",0.988710728874092,0.988805111542173,0.00483643759258775,0.993993789513986
"Base Conversion Or Substitution Editing (GO:0016553)",0.986211549438357,0.990387100035917,0.0121384142636789,0.992286834324628
"Base-Excision Repair (GO:0006284)",0.980867699279122,0.981176372148782,0.00540304416783919,0.990578818933887
"Base-Excision Repair, AP Site Formation (GO:0006285)",0.971841409959276,0.977032220162946,0.0201045499528211,0.986816623386161
"Base-Excision Repair, Gap-Filling (GO:0006287)",0.975246221881402,0.973119964623254,0.0111177192613453,0.985983764415145
"Bicarbonate Transport (GO:0015701)",0.967997754751181,0.973451012911881,0.0194662141628157,0.983902396139809
"Bicellular Tight Junction Assembly (GO:0070830)",0.982187037798481,0.984998225727276,0.0117126691016663,0.989442880306941
"Bile Acid And Bile Salt Transport (GO:0015721)",0.907883100760063,0.942860512731213,0.121462229610367,0.94652692760607
"Bile Acid Biosynthetic Process (GO:0006699)",0.988649359713656,0.988288631865528,0.00585347374584705,0.992969008861452
"Bile Acid Metabolic Process (GO:0008206)",0.987156064131741,0.986942337666706,0.0047300099791648,0.992265998255496
"Blood Circulation (GO:0008015)",0.995927046790734,0.99599304391243,0.00147562668798127,0.997364029439213
"Blood Vessel Diameter Maintenance (GO:0097746)",0.992049297768754,0.993658962249519,0.00439639089198329,0.995212567605315
"Blood Vessel Endothelial Cell Migration (GO:0043534)",0.985875334557063,0.989898508476329,0.0130009227507316,0.990883886009417
"Blood Vessel Morphogenesis (GO:0048514)",0.983183567322492,0.984516868548214,0.00686812943787069,0.989070161740738
"Bone Development (GO:0060348)",0.999426935308835,0.999423945750528,0.000146411489726988,0.999639071027698
"Brain Development (GO:0007420)",0.995188966700117,0.994803403098218,0.00134761986387618,0.996977411562282
"Branched-Chain Amino Acid Catabolic Process (GO:0009083)",0.971961439088043,0.974000377785614,0.00930293585520922,0.989047150158101
"Branched-Chain Amino Acid Metabolic Process (GO:0009081)",0.968669773142559,0.967870056564053,0.011618501974212,0.984600592253934
"Branching Morphogenesis Of An Epithelial Tube (GO:0048754)",0.987303863751623,0.989757555132926,0.00906335908673003,0.991460546262583
"cAMP-mediated Signaling (GO:0019933)",0.969385117575512,0.971731924089901,0.0129916823309596,0.985259728941473
"Calcium Ion Homeostasis (GO:0055074)",0.997388546446743,0.997298102253353,0.00121967017501379,0.998079954752245
"Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)",0.998967072672423,0.999045923825922,0.000324448820283244,0.999233996710944
